customer_id,interaction_date,interaction_type,nps_last_research
758,2021-11-16,Email de Acompanhamento,5.0
928,2022-05-03,Suporte Técnico,
234,2025-03-16,Email de Acompanhamento,
761,2024-03-03,Email de Acompanhamento,1.0
377,2024-11-10,Email de Acompanhamento,
617,2026-01-19,Email de Acompanhamento,4.0
181,2023-04-18,Suporte Técnico,7.0
646,2026-07-18,Suporte Técnico,6.0
366,2022-08-01,Reunião QBR,5.0
541,2022-03-21,Email de Acompanhamento,
430,2022-08-13,Reunião QBR,4.0
384,2023-04-17,Suporte Técnico,
549,2025-04-11,Reunião QBR,
867,2022-10-01,Suporte Técnico,
892,2023-02-26,Reunião QBR,
161,2023-03-08,Email de Acompanhamento,
937,2020-09-15,Suporte Técnico,1.0
242,2023-04-01,Reunião QBR,
788,2024-07-08,Email de Acompanhamento,
166,2024-11-26,Email de Acompanhamento,0.0
213,2024-09-27,Suporte Técnico,4.0
360,2023-12-27,Reunião QBR,
9,2022-11-01,Suporte Técnico,
755,2024-05-28,Reunião QBR,
647,2024-02-15,Suporte Técnico,2.0
71,2021-09-05,Email de Acompanhamento,
554,2022-11-27,Suporte Técnico,9.0
667,2024-10-30,Suporte Técnico,1.0
627,2022-08-27,Email de Acompanhamento,
763,2021-09-15,Reunião QBR,
62,2023-12-18,Suporte Técnico,9.0
184,2021-04-16,Reunião QBR,10.0
52,2026-10-01,Reunião QBR,
961,2022-11-22,Suporte Técnico,
948,2023-06-08,Email de Acompanhamento,
833,2021-08-05,Suporte Técnico,7.0
917,2022-11-08,Suporte Técnico,1.0
625,2020-08-21,Reunião QBR,
217,2022-12-21,Email de Acompanhamento,
951,2023-12-05,Reunião QBR,9.0
771,2023-09-06,Suporte Técnico,5.0
614,2023-07-14,Email de Acompanhamento,
847,2024-10-28,Suporte Técnico,
311,2025-06-17,Reunião QBR,10.0
167,2024-03-27,Reunião QBR,
931,2021-10-06,Reunião QBR,
142,2020-07-04,Email de Acompanhamento,7.0
258,2020-04-29,Reunião QBR,0.0
288,2021-10-09,Reunião QBR,
731,2026-03-31,Suporte Técnico,
308,2020-02-27,Reunião QBR,
497,2023-11-10,Reunião QBR,3.0
759,2024-12-08,Suporte Técnico,5.0
240,2024-06-10,Suporte Técnico,
788,2024-10-09,Reunião QBR,
583,2022-09-27,Email de Acompanhamento,
525,2023-12-08,Email de Acompanhamento,
350,2025-05-02,Suporte Técnico,
703,2021-09-24,Reunião QBR,1.0
426,2024-07-20,Suporte Técnico,
432,2023-04-05,Reunião QBR,
830,2026-03-06,Email de Acompanhamento,
824,2023-12-05,Suporte Técnico,
777,2023-11-17,Reunião QBR,0.0
435,2024-08-06,Reunião QBR,
624,2025-07-03,Suporte Técnico,
295,2025-07-25,Reunião QBR,
525,2024-12-11,Reunião QBR,10.0
140,2022-10-21,Suporte Técnico,
230,2021-11-13,Reunião QBR,5.0
383,2024-04-05,Reunião QBR,
451,2022-02-13,Reunião QBR,8.0
165,2021-04-10,Reunião QBR,10.0
898,2023-11-01,Reunião QBR,8.0
816,2022-12-30,Suporte Técnico,1.0
942,2025-07-29,Reunião QBR,
504,2025-01-21,Reunião QBR,
482,2023-12-13,Suporte Técnico,
387,2021-12-24,Suporte Técnico,3.0
646,2026-08-10,Email de Acompanhamento,
983,2023-09-17,Email de Acompanhamento,7.0
30,2023-07-18,Email de Acompanhamento,5.0
950,2024-07-04,Reunião QBR,5.0
453,2023-12-01,Suporte Técnico,7.0
773,2023-12-13,Reunião QBR,0.0
867,2023-08-05,Suporte Técnico,
878,2024-10-03,Reunião QBR,
101,2021-01-09,Email de Acompanhamento,9.0
883,2024-03-27,Suporte Técnico,8.0
288,2021-11-14,Email de Acompanhamento,
734,2024-09-05,Suporte Técnico,8.0
70,2023-11-04,Reunião QBR,
627,2022-11-07,Reunião QBR,
579,2022-07-17,Suporte Técnico,
119,2023-12-01,Email de Acompanhamento,3.0
279,2024-07-05,Suporte Técnico,7.0
488,2022-05-11,Reunião QBR,
594,2023-08-08,Email de Acompanhamento,
971,2024-03-09,Email de Acompanhamento,6.0
45,2023-10-20,Email de Acompanhamento,4.0
549,2026-07-20,Reunião QBR,
662,2022-10-04,Suporte Técnico,
4,2024-03-14,Suporte Técnico,7.0
557,2022-02-04,Suporte Técnico,3.0
383,2024-12-29,Reunião QBR,
295,2024-06-02,Suporte Técnico,
508,2025-11-08,Email de Acompanhamento,6.0
3,2022-05-27,Reunião QBR,
257,2024-07-04,Email de Acompanhamento,8.0
109,2026-07-10,Reunião QBR,
256,2025-11-08,Email de Acompanhamento,6.0
297,2024-02-29,Suporte Técnico,7.0
340,2022-12-01,Suporte Técnico,
721,2021-07-24,Suporte Técnico,3.0
436,2026-02-07,Email de Acompanhamento,5.0
638,2024-08-16,Email de Acompanhamento,7.0
999,2025-04-14,Suporte Técnico,
357,2023-10-01,Email de Acompanhamento,
95,2024-01-16,Suporte Técnico,4.0
999,2026-08-03,Email de Acompanhamento,
576,2021-05-10,Suporte Técnico,
535,2021-12-10,Reunião QBR,5.0
137,2023-09-17,Suporte Técnico,6.0
439,2020-08-19,Reunião QBR,5.0
259,2021-04-10,Reunião QBR,2.0
756,2024-02-13,Reunião QBR,
764,2024-06-26,Reunião QBR,
479,2021-10-22,Reunião QBR,
802,2024-10-24,Email de Acompanhamento,
290,2025-01-26,Suporte Técnico,4.0
406,2022-11-05,Reunião QBR,0.0
33,2026-09-04,Suporte Técnico,
824,2023-02-22,Suporte Técnico,8.0
387,2021-11-20,Email de Acompanhamento,
735,2021-10-11,Suporte Técnico,2.0
293,2021-06-20,Suporte Técnico,
701,2023-11-17,Email de Acompanhamento,1.0
483,2022-07-04,Email de Acompanhamento,
919,2022-04-30,Reunião QBR,
957,2024-08-31,Suporte Técnico,
930,2025-03-20,Reunião QBR,
265,2022-01-06,Email de Acompanhamento,
585,2022-05-28,Suporte Técnico,8.0
586,2021-02-16,Email de Acompanhamento,10.0
242,2021-07-07,Email de Acompanhamento,
307,2023-02-21,Email de Acompanhamento,1.0
849,2024-08-02,Suporte Técnico,
399,2023-09-13,Reunião QBR,7.0
52,2024-04-04,Reunião QBR,
816,2025-01-19,Suporte Técnico,9.0
869,2022-11-12,Suporte Técnico,10.0
981,2021-12-15,Suporte Técnico,7.0
926,2024-05-14,Suporte Técnico,9.0
316,2024-07-17,Email de Acompanhamento,2.0
101,2022-10-03,Reunião QBR,3.0
956,2023-02-20,Email de Acompanhamento,
614,2022-06-29,Reunião QBR,8.0
938,2022-08-12,Email de Acompanhamento,3.0
221,2024-03-07,Suporte Técnico,0.0
27,2024-01-11,Reunião QBR,
879,2023-01-03,Email de Acompanhamento,0.0
966,2023-09-08,Suporte Técnico,6.0
237,2022-03-16,Reunião QBR,2.0
791,2022-03-01,Email de Acompanhamento,
992,2021-12-26,Suporte Técnico,
926,2022-10-19,Reunião QBR,5.0
846,2025-08-03,Reunião QBR,2.0
397,2023-10-21,Reunião QBR,4.0
811,2023-06-16,Reunião QBR,
277,2024-08-08,Email de Acompanhamento,9.0
342,2021-01-11,Email de Acompanhamento,
214,2024-02-03,Email de Acompanhamento,10.0
190,2025-01-14,Suporte Técnico,4.0
749,2025-06-07,Reunião QBR,8.0
636,2023-04-25,Reunião QBR,7.0
605,2021-11-16,Email de Acompanhamento,
55,2022-07-11,Reunião QBR,4.0
348,2023-09-14,Reunião QBR,9.0
843,2021-12-13,Email de Acompanhamento,7.0
757,2024-04-04,Email de Acompanhamento,
901,2021-10-17,Reunião QBR,10.0
958,2021-05-26,Reunião QBR,2.0
122,2022-05-10,Suporte Técnico,1.0
451,2022-08-02,Reunião QBR,2.0
277,2023-03-08,Email de Acompanhamento,
252,2024-11-26,Reunião QBR,0.0
163,2025-08-22,Suporte Técnico,
157,2026-01-20,Suporte Técnico,5.0
317,2022-12-30,Suporte Técnico,9.0
146,2023-06-21,Suporte Técnico,
313,2022-09-05,Email de Acompanhamento,
991,2024-10-22,Suporte Técnico,
822,2024-12-25,Email de Acompanhamento,2.0
455,2023-10-11,Reunião QBR,8.0
202,2021-06-29,Suporte Técnico,2.0
866,2024-10-16,Suporte Técnico,
709,2020-04-07,Reunião QBR,
925,2023-05-29,Reunião QBR,
864,2025-02-27,Suporte Técnico,
106,2024-11-22,Suporte Técnico,
635,2022-09-30,Email de Acompanhamento,
574,2021-05-13,Email de Acompanhamento,2.0
957,2024-12-26,Suporte Técnico,
526,2020-09-08,Reunião QBR,4.0
92,2020-09-10,Email de Acompanhamento,
757,2026-07-12,Email de Acompanhamento,
520,2023-07-21,Email de Acompanhamento,
138,2021-05-24,Reunião QBR,
338,2022-10-14,Reunião QBR,5.0
551,2022-04-05,Reunião QBR,
397,2024-01-24,Email de Acompanhamento,
301,2026-01-05,Email de Acompanhamento,
572,2023-06-26,Email de Acompanhamento,1.0
2,2024-02-19,Reunião QBR,
702,2024-03-29,Email de Acompanhamento,
201,2022-11-14,Suporte Técnico,
754,2022-09-05,Email de Acompanhamento,
752,2022-02-23,Email de Acompanhamento,
814,2021-11-04,Suporte Técnico,6.0
88,2021-04-20,Reunião QBR,0.0
239,2023-11-28,Suporte Técnico,
895,2022-10-26,Email de Acompanhamento,0.0
689,2025-03-17,Reunião QBR,
915,2024-06-22,Suporte Técnico,
387,2021-08-17,Reunião QBR,3.0
941,2023-03-11,Suporte Técnico,4.0
782,2024-10-30,Email de Acompanhamento,
511,2023-06-12,Suporte Técnico,
261,2023-10-17,Email de Acompanhamento,
519,2021-01-09,Suporte Técnico,4.0
684,2024-12-23,Reunião QBR,
859,2022-10-05,Reunião QBR,
339,2023-07-29,Email de Acompanhamento,8.0
400,2022-08-25,Reunião QBR,
202,2022-08-02,Suporte Técnico,
215,2020-09-21,Suporte Técnico,
848,2024-03-27,Suporte Técnico,3.0
597,2023-04-19,Suporte Técnico,
440,2024-06-22,Suporte Técnico,2.0
908,2024-07-13,Suporte Técnico,
111,2020-11-27,Suporte Técnico,0.0
952,2023-05-13,Suporte Técnico,5.0
825,2025-03-29,Suporte Técnico,7.0
835,2022-09-06,Email de Acompanhamento,
170,2024-03-25,Email de Acompanhamento,9.0
912,2022-11-05,Suporte Técnico,1.0
138,2022-09-23,Suporte Técnico,
120,2025-02-27,Email de Acompanhamento,9.0
483,2025-02-01,Email de Acompanhamento,
67,2022-07-02,Email de Acompanhamento,0.0
131,2020-10-29,Email de Acompanhamento,1.0
613,2020-05-14,Email de Acompanhamento,
383,2024-09-01,Suporte Técnico,
733,2024-05-09,Suporte Técnico,
984,2022-01-06,Suporte Técnico,
860,2023-09-15,Email de Acompanhamento,9.0
325,2022-06-07,Reunião QBR,
393,2021-02-12,Reunião QBR,
498,2024-10-31,Email de Acompanhamento,5.0
777,2023-12-23,Suporte Técnico,
867,2022-02-19,Reunião QBR,
410,2021-02-14,Reunião QBR,3.0
837,2024-08-14,Reunião QBR,7.0
590,2022-02-27,Suporte Técnico,0.0
662,2022-12-22,Suporte Técnico,2.0
853,2023-05-02,Reunião QBR,7.0
859,2023-06-07,Suporte Técnico,5.0
89,2023-04-11,Suporte Técnico,
356,2025-03-29,Email de Acompanhamento,
739,2022-05-15,Email de Acompanhamento,1.0
612,2021-10-21,Email de Acompanhamento,
29,2023-03-28,Suporte Técnico,6.0
277,2023-11-27,Reunião QBR,
720,2024-08-02,Email de Acompanhamento,
726,2022-09-05,Email de Acompanhamento,1.0
85,2025-02-03,Reunião QBR,
662,2022-10-23,Reunião QBR,
540,2021-03-06,Email de Acompanhamento,
756,2023-07-29,Suporte Técnico,
76,2022-11-21,Reunião QBR,
549,2024-06-17,Reunião QBR,
664,2024-03-18,Reunião QBR,2.0
138,2021-08-11,Reunião QBR,3.0
975,2022-08-09,Suporte Técnico,8.0
48,2021-02-23,Email de Acompanhamento,4.0
961,2024-02-11,Reunião QBR,
24,2023-12-24,Reunião QBR,7.0
470,2024-02-05,Email de Acompanhamento,
115,2023-10-25,Email de Acompanhamento,4.0
363,2023-02-08,Email de Acompanhamento,0.0
33,2025-09-22,Suporte Técnico,7.0
340,2024-05-21,Reunião QBR,
324,2024-01-19,Email de Acompanhamento,
397,2024-10-15,Email de Acompanhamento,
269,2023-10-19,Email de Acompanhamento,5.0
332,2020-04-02,Email de Acompanhamento,4.0
703,2022-10-18,Email de Acompanhamento,0.0
139,2025-08-27,Suporte Técnico,0.0
298,2021-04-08,Suporte Técnico,10.0
452,2022-05-23,Suporte Técnico,2.0
244,2021-12-03,Reunião QBR,
150,2025-05-19,Email de Acompanhamento,
427,2023-10-01,Reunião QBR,5.0
930,2024-02-20,Reunião QBR,
338,2023-08-08,Reunião QBR,
105,2022-09-05,Email de Acompanhamento,
975,2020-05-20,Email de Acompanhamento,8.0
910,2025-11-17,Email de Acompanhamento,
232,2023-07-09,Email de Acompanhamento,7.0
601,2025-03-08,Suporte Técnico,
507,2023-01-03,Email de Acompanhamento,
745,2025-02-24,Reunião QBR,
726,2022-05-10,Reunião QBR,0.0
687,2022-10-25,Email de Acompanhamento,
195,2021-09-21,Email de Acompanhamento,1.0
289,2021-01-04,Email de Acompanhamento,
902,2024-10-06,Reunião QBR,0.0
993,2025-03-14,Email de Acompanhamento,5.0
809,2020-11-27,Email de Acompanhamento,
120,2023-03-17,Reunião QBR,7.0
886,2022-03-24,Reunião QBR,
732,2020-03-28,Suporte Técnico,5.0
380,2020-12-06,Email de Acompanhamento,0.0
612,2023-07-10,Reunião QBR,8.0
96,2025-03-25,Email de Acompanhamento,
165,2020-08-03,Suporte Técnico,
981,2021-03-26,Reunião QBR,8.0
936,2024-04-03,Reunião QBR,
683,2024-08-03,Email de Acompanhamento,
554,2021-01-04,Email de Acompanhamento,
961,2024-03-31,Email de Acompanhamento,1.0
984,2022-04-13,Reunião QBR,
274,2022-06-03,Email de Acompanhamento,
24,2026-02-26,Reunião QBR,8.0
440,2024-01-13,Suporte Técnico,10.0
803,2023-02-03,Reunião QBR,
279,2024-10-26,Email de Acompanhamento,0.0
640,2026-05-20,Email de Acompanhamento,3.0
297,2025-11-06,Email de Acompanhamento,
182,2023-07-23,Email de Acompanhamento,0.0
653,2025-02-02,Email de Acompanhamento,
498,2024-06-13,Suporte Técnico,1.0
514,2024-04-16,Email de Acompanhamento,5.0
921,2022-05-30,Reunião QBR,
904,2023-01-16,Email de Acompanhamento,8.0
136,2023-08-16,Email de Acompanhamento,5.0
431,2022-12-10,Reunião QBR,1.0
478,2022-03-09,Suporte Técnico,
482,2024-02-16,Email de Acompanhamento,
611,2020-06-02,Suporte Técnico,0.0
215,2021-06-04,Email de Acompanhamento,2.0
81,2023-09-30,Email de Acompanhamento,3.0
940,2023-03-07,Suporte Técnico,
439,2020-08-23,Reunião QBR,
919,2022-01-30,Reunião QBR,0.0
935,2022-06-16,Reunião QBR,
632,2025-03-22,Reunião QBR,4.0
786,2024-12-18,Suporte Técnico,
662,2022-03-22,Suporte Técnico,1.0
427,2021-11-22,Reunião QBR,
353,2022-04-12,Email de Acompanhamento,8.0
613,2022-05-11,Email de Acompanhamento,
905,2023-02-27,Suporte Técnico,7.0
910,2024-05-27,Email de Acompanhamento,
435,2025-05-31,Email de Acompanhamento,
240,2022-05-31,Reunião QBR,9.0
289,2021-06-26,Reunião QBR,6.0
933,2024-02-23,Email de Acompanhamento,1.0
665,2024-01-31,Email de Acompanhamento,6.0
227,2024-10-03,Reunião QBR,6.0
630,2024-11-04,Email de Acompanhamento,
785,2024-08-18,Suporte Técnico,7.0
885,2025-02-08,Suporte Técnico,10.0
781,2025-09-07,Suporte Técnico,2.0
891,2024-11-29,Suporte Técnico,3.0
310,2024-06-19,Reunião QBR,9.0
774,2023-04-11,Suporte Técnico,9.0
171,2022-10-04,Suporte Técnico,4.0
916,2025-09-07,Suporte Técnico,4.0
833,2023-12-07,Reunião QBR,9.0
362,2025-08-02,Suporte Técnico,
627,2021-02-23,Email de Acompanhamento,8.0
197,2020-10-14,Suporte Técnico,
991,2025-03-30,Email de Acompanhamento,8.0
905,2023-07-13,Reunião QBR,
152,2023-04-03,Email de Acompanhamento,10.0
397,2025-04-01,Reunião QBR,2.0
261,2022-07-04,Suporte Técnico,6.0
573,2023-01-26,Reunião QBR,7.0
476,2022-06-09,Reunião QBR,7.0
144,2022-10-02,Email de Acompanhamento,2.0
216,2023-05-19,Reunião QBR,4.0
106,2023-12-08,Reunião QBR,
876,2024-10-10,Suporte Técnico,0.0
392,2021-11-22,Reunião QBR,
891,2023-04-30,Email de Acompanhamento,10.0
597,2022-06-21,Reunião QBR,
934,2022-11-07,Email de Acompanhamento,7.0
615,2023-10-15,Suporte Técnico,7.0
171,2022-11-20,Reunião QBR,
433,2022-05-29,Email de Acompanhamento,7.0
780,2025-09-15,Suporte Técnico,
697,2022-04-19,Email de Acompanhamento,
147,2022-03-07,Reunião QBR,
247,2024-03-22,Email de Acompanhamento,10.0
478,2023-09-23,Reunião QBR,
457,2025-03-04,Suporte Técnico,
423,2022-12-22,Email de Acompanhamento,2.0
270,2026-08-22,Suporte Técnico,
763,2022-04-07,Suporte Técnico,
961,2022-08-31,Reunião QBR,
883,2024-03-06,Suporte Técnico,
395,2023-01-11,Suporte Técnico,7.0
786,2024-06-09,Email de Acompanhamento,
63,2021-06-05,Suporte Técnico,
914,2021-04-06,Suporte Técnico,1.0
136,2023-01-05,Reunião QBR,10.0
321,2023-09-23,Reunião QBR,7.0
922,2024-08-12,Suporte Técnico,
766,2023-09-03,Reunião QBR,
738,2024-07-28,Suporte Técnico,
314,2026-05-15,Suporte Técnico,
563,2022-07-20,Suporte Técnico,
18,2024-01-14,Reunião QBR,
386,2025-01-01,Email de Acompanhamento,2.0
394,2021-01-01,Email de Acompanhamento,
343,2022-08-02,Reunião QBR,
440,2026-08-07,Suporte Técnico,7.0
898,2023-01-07,Reunião QBR,
29,2024-05-23,Reunião QBR,
950,2024-06-10,Reunião QBR,0.0
151,2024-01-09,Email de Acompanhamento,
292,2022-10-25,Reunião QBR,1.0
211,2024-11-19,Email de Acompanhamento,2.0
879,2023-08-14,Suporte Técnico,6.0
315,2021-04-21,Email de Acompanhamento,5.0
903,2023-12-02,Email de Acompanhamento,
571,2020-04-02,Suporte Técnico,4.0
986,2022-03-05,Reunião QBR,
103,2021-12-26,Reunião QBR,3.0
287,2022-10-10,Suporte Técnico,
232,2023-12-02,Reunião QBR,
398,2024-01-04,Email de Acompanhamento,0.0
754,2024-04-16,Reunião QBR,
226,2024-09-21,Email de Acompanhamento,
399,2023-06-23,Reunião QBR,
653,2025-03-19,Suporte Técnico,8.0
405,2026-01-29,Suporte Técnico,3.0
936,2026-02-04,Email de Acompanhamento,
672,2023-08-09,Reunião QBR,0.0
423,2024-05-03,Suporte Técnico,
334,2022-03-11,Email de Acompanhamento,
582,2024-07-06,Email de Acompanhamento,
111,2020-09-03,Email de Acompanhamento,6.0
92,2023-08-29,Email de Acompanhamento,
836,2023-08-01,Email de Acompanhamento,
975,2020-07-15,Suporte Técnico,10.0
750,2020-11-29,Email de Acompanhamento,10.0
542,2022-07-27,Suporte Técnico,
374,2020-12-10,Reunião QBR,1.0
304,2020-10-27,Email de Acompanhamento,
32,2022-04-26,Suporte Técnico,
521,2025-04-30,Suporte Técnico,
200,2023-01-03,Suporte Técnico,2.0
349,2024-08-11,Email de Acompanhamento,
782,2024-02-25,Email de Acompanhamento,0.0
434,2021-06-30,Email de Acompanhamento,
967,2022-08-10,Reunião QBR,
766,2022-11-24,Suporte Técnico,7.0
312,2022-12-19,Email de Acompanhamento,5.0
725,2024-01-29,Reunião QBR,3.0
322,2024-10-19,Suporte Técnico,8.0
40,2020-05-25,Email de Acompanhamento,
206,2022-06-26,Email de Acompanhamento,5.0
983,2024-02-03,Suporte Técnico,
305,2024-06-30,Email de Acompanhamento,6.0
63,2020-10-05,Reunião QBR,8.0
787,2024-09-27,Suporte Técnico,0.0
736,2021-12-08,Suporte Técnico,4.0
651,2024-05-14,Reunião QBR,6.0
120,2024-07-05,Suporte Técnico,
35,2020-06-05,Email de Acompanhamento,2.0
926,2022-02-09,Reunião QBR,3.0
991,2024-02-19,Email de Acompanhamento,6.0
783,2022-06-24,Reunião QBR,0.0
351,2021-06-15,Email de Acompanhamento,0.0
800,2023-10-30,Suporte Técnico,
208,2022-03-29,Reunião QBR,5.0
10,2022-02-14,Suporte Técnico,
366,2022-08-08,Suporte Técnico,10.0
263,2024-12-21,Suporte Técnico,10.0
158,2023-06-08,Reunião QBR,
346,2023-02-04,Suporte Técnico,8.0
239,2025-02-26,Reunião QBR,
27,2022-08-23,Reunião QBR,2.0
857,2024-12-20,Reunião QBR,
419,2025-01-25,Suporte Técnico,2.0
980,2024-05-23,Suporte Técnico,
522,2024-04-26,Reunião QBR,
551,2022-03-06,Suporte Técnico,
763,2022-09-18,Reunião QBR,
627,2023-05-10,Reunião QBR,
22,2021-12-07,Reunião QBR,5.0
251,2023-04-23,Reunião QBR,9.0
681,2023-10-31,Email de Acompanhamento,1.0
204,2021-07-05,Suporte Técnico,
630,2025-11-30,Email de Acompanhamento,6.0
53,2026-02-15,Reunião QBR,
972,2024-05-03,Suporte Técnico,
944,2024-08-15,Email de Acompanhamento,4.0
60,2021-12-17,Suporte Técnico,7.0
478,2023-03-01,Reunião QBR,
342,2021-02-16,Suporte Técnico,
984,2024-01-09,Reunião QBR,6.0
867,2021-02-21,Suporte Técnico,4.0
952,2022-03-18,Email de Acompanhamento,2.0
943,2023-05-04,Email de Acompanhamento,3.0
243,2025-01-06,Email de Acompanhamento,
545,2025-05-25,Suporte Técnico,6.0
830,2024-12-07,Reunião QBR,
235,2022-12-31,Suporte Técnico,
911,2024-08-24,Reunião QBR,9.0
516,2020-09-12,Suporte Técnico,
893,2023-02-08,Email de Acompanhamento,
207,2022-10-01,Suporte Técnico,
436,2023-08-26,Email de Acompanhamento,7.0
695,2025-01-25,Email de Acompanhamento,
929,2022-11-07,Email de Acompanhamento,
131,2021-01-08,Email de Acompanhamento,
929,2025-07-25,Suporte Técnico,10.0
852,2025-04-11,Email de Acompanhamento,1.0
891,2024-06-30,Email de Acompanhamento,
545,2026-01-11,Suporte Técnico,0.0
237,2023-02-05,Reunião QBR,
357,2023-07-14,Email de Acompanhamento,
420,2020-08-04,Email de Acompanhamento,7.0
190,2023-12-30,Email de Acompanhamento,
74,2023-05-07,Suporte Técnico,
690,2023-06-09,Email de Acompanhamento,
274,2023-03-29,Suporte Técnico,6.0
235,2023-08-26,Suporte Técnico,
713,2022-11-23,Suporte Técnico,
315,2022-07-10,Suporte Técnico,1.0
641,2023-03-25,Suporte Técnico,
760,2020-06-30,Suporte Técnico,1.0
226,2024-04-07,Reunião QBR,
720,2025-08-07,Suporte Técnico,
202,2021-12-03,Email de Acompanhamento,0.0
318,2025-06-06,Email de Acompanhamento,10.0
692,2021-12-26,Reunião QBR,0.0
269,2024-03-07,Reunião QBR,
22,2022-03-27,Email de Acompanhamento,2.0
532,2024-08-31,Suporte Técnico,10.0
825,2026-10-22,Email de Acompanhamento,
171,2024-10-02,Suporte Técnico,
581,2021-03-10,Email de Acompanhamento,
259,2023-02-18,Reunião QBR,3.0
244,2023-10-26,Suporte Técnico,
612,2022-12-10,Email de Acompanhamento,
191,2022-04-23,Reunião QBR,5.0
866,2023-07-25,Suporte Técnico,8.0
786,2025-12-16,Email de Acompanhamento,
985,2022-05-14,Suporte Técnico,
640,2026-02-17,Reunião QBR,
343,2022-08-28,Email de Acompanhamento,
534,2024-10-14,Email de Acompanhamento,1.0
330,2023-07-18,Reunião QBR,
966,2022-02-11,Suporte Técnico,
22,2023-04-23,Email de Acompanhamento,
678,2022-12-03,Reunião QBR,
346,2024-11-03,Email de Acompanhamento,0.0
164,2024-11-18,Reunião QBR,
842,2022-05-14,Reunião QBR,6.0
36,2021-04-03,Suporte Técnico,
907,2025-05-18,Suporte Técnico,
583,2021-09-03,Email de Acompanhamento,
154,2023-07-05,Reunião QBR,
434,2023-04-04,Suporte Técnico,4.0
331,2022-11-12,Email de Acompanhamento,
12,2021-09-27,Reunião QBR,
285,2021-07-04,Suporte Técnico,
935,2024-02-05,Suporte Técnico,
604,2025-08-21,Reunião QBR,10.0
136,2024-02-10,Reunião QBR,2.0
970,2025-01-12,Suporte Técnico,0.0
646,2024-04-07,Email de Acompanhamento,2.0
490,2024-05-10,Suporte Técnico,7.0
620,2023-03-22,Reunião QBR,9.0
251,2024-04-17,Suporte Técnico,
912,2025-04-11,Suporte Técnico,1.0
786,2025-03-09,Suporte Técnico,0.0
411,2021-10-09,Reunião QBR,6.0
669,2025-06-11,Email de Acompanhamento,7.0
16,2026-06-18,Suporte Técnico,
14,2021-08-19,Suporte Técnico,
68,2020-09-30,Suporte Técnico,
286,2025-04-26,Suporte Técnico,
983,2024-05-11,Email de Acompanhamento,
526,2021-12-07,Reunião QBR,
617,2025-05-26,Email de Acompanhamento,
951,2023-12-02,Reunião QBR,
45,2023-12-24,Email de Acompanhamento,
395,2025-05-18,Reunião QBR,
25,2021-08-05,Email de Acompanhamento,
604,2024-06-17,Suporte Técnico,
995,2024-03-26,Suporte Técnico,
384,2021-12-02,Suporte Técnico,
291,2023-09-06,Reunião QBR,
713,2022-10-20,Suporte Técnico,
510,2024-05-31,Reunião QBR,0.0
892,2024-07-12,Email de Acompanhamento,
680,2023-01-14,Email de Acompanhamento,0.0
585,2023-08-17,Email de Acompanhamento,10.0
912,2024-10-06,Suporte Técnico,2.0
735,2023-06-03,Email de Acompanhamento,0.0
857,2023-10-17,Email de Acompanhamento,
792,2022-09-09,Reunião QBR,
52,2026-09-18,Reunião QBR,4.0
858,2024-08-29,Reunião QBR,
465,2025-10-03,Reunião QBR,3.0
523,2023-06-20,Email de Acompanhamento,
103,2023-05-10,Email de Acompanhamento,10.0
862,2023-11-02,Email de Acompanhamento,
330,2022-07-21,Suporte Técnico,0.0
972,2023-10-23,Suporte Técnico,10.0
350,2025-08-07,Email de Acompanhamento,1.0
209,2024-11-22,Suporte Técnico,3.0
404,2022-07-04,Email de Acompanhamento,
398,2024-11-07,Suporte Técnico,
230,2021-11-19,Email de Acompanhamento,
963,2025-06-25,Email de Acompanhamento,
52,2025-01-23,Email de Acompanhamento,
286,2025-04-01,Reunião QBR,5.0
298,2021-05-13,Reunião QBR,1.0
222,2023-11-27,Suporte Técnico,
733,2025-08-10,Reunião QBR,0.0
974,2023-09-27,Email de Acompanhamento,
641,2023-10-01,Email de Acompanhamento,
369,2025-03-13,Email de Acompanhamento,
640,2025-09-06,Suporte Técnico,2.0
416,2022-10-14,Suporte Técnico,10.0
418,2023-05-04,Email de Acompanhamento,5.0
978,2022-03-12,Suporte Técnico,
555,2021-11-11,Suporte Técnico,1.0
327,2024-11-24,Email de Acompanhamento,2.0
474,2023-02-25,Reunião QBR,
138,2022-05-25,Reunião QBR,
298,2023-03-05,Suporte Técnico,6.0
365,2023-04-26,Suporte Técnico,
893,2022-10-15,Email de Acompanhamento,6.0
98,2024-11-04,Reunião QBR,
451,2022-04-28,Suporte Técnico,10.0
119,2023-12-12,Reunião QBR,
278,2024-01-27,Reunião QBR,1.0
61,2022-08-28,Suporte Técnico,
517,2024-12-07,Reunião QBR,7.0
772,2024-10-14,Suporte Técnico,
402,2022-12-13,Email de Acompanhamento,
86,2025-02-10,Reunião QBR,8.0
252,2024-12-09,Email de Acompanhamento,2.0
809,2022-10-06,Email de Acompanhamento,
683,2024-12-02,Email de Acompanhamento,
157,2025-05-11,Suporte Técnico,9.0
830,2026-02-21,Suporte Técnico,8.0
613,2020-09-08,Reunião QBR,3.0
930,2023-04-30,Reunião QBR,
126,2022-06-10,Email de Acompanhamento,
150,2023-10-12,Suporte Técnico,2.0
20,2021-07-21,Reunião QBR,1.0
496,2026-04-08,Suporte Técnico,2.0
537,2024-10-15,Reunião QBR,4.0
