customer_id,feature
492,Automations
886,Attachments
886,Advanced Reports
720,Task Creation
720,Project Creation
720,Advanced Reports
781,Comments
781,Attachments
781,Advanced Reports
394,Task Creation
394,Project Creation
394,Permission Control
394,Dashboards
871,Project Creation
98,Comments
98,Attachments
98,Project Creation
915,Attachments
915,Task Creation
546,Comments
546,Attachments
546,Advanced Reports
837,Attachments
837,SSO
837,API Access
618,Project Creation
618,Comments
618,Task Creation
890,Project Creation
890,Permission Control
43,Attachments
244,Comments
244,Advanced Reports
244,API Access
801,Project Creation
801,Attachments
801,Advanced Reports
757,Attachments
660,Project Creation
373,Project Creation
373,Dashboards
373,Automations
24,Project Creation
24,Task Creation
24,Advanced Reports
24,API Access
297,Attachments
297,Project Creation
297,Task Creation
419,Project Creation
419,Task Creation
460,Project Creation
887,Comments
887,Task Creation
726,Task Creation
726,Comments
726,Project Creation
892,Project Creation
892,Comments
892,SSO
892,API Access
287,Task Creation
287,Project Creation
287,Advanced Reports
287,API Access
484,Project Creation
484,Advanced Reports
484,API Access
274,Comments
274,Advanced Reports
274,SSO
460,Comments
87,Project Creation
87,Comments
87,SSO
87,Advanced Reports
207,Project Creation
207,Attachments
207,Dashboards
164,Task Creation
164,Automations
572,Attachments
641,Project Creation
641,Attachments
775,Task Creation
775,Advanced Reports
662,Project Creation
662,Comments
662,Permission Control
971,Task Creation
971,Advanced Reports
971,API Access
683,Task Creation
683,Comments
683,Project Creation
293,Attachments
293,Automations
293,Permission Control
608,Task Creation
309,Attachments
309,API Access
147,Task Creation
971,Project Creation
971,Advanced Reports
673,Task Creation
673,Comments
673,Attachments
46,Comments
46,SSO
46,API Access
68,Project Creation
68,Attachments
68,SSO
818,Project Creation
818,Comments
818,Task Creation
805,Task Creation
805,Comments
805,Automations
612,Comments
158,Comments
158,API Access
738,Attachments
738,Comments
738,Permission Control
563,Attachments
563,Automations
450,Comments
450,Task Creation
450,Dashboards
497,Attachments
497,Project Creation
497,Permission Control
520,Task Creation
520,API Access
520,Advanced Reports
91,Project Creation
91,SSO
91,API Access
605,Project Creation
605,Attachments
605,Dashboards
605,Automations
710,Comments
3,Attachments
3,Advanced Reports
3,SSO
488,Task Creation
488,Project Creation
52,Comments
52,Attachments
52,Task Creation
787,Comments
787,Attachments
787,Permission Control
197,Task Creation
197,Attachments
556,Attachments
556,Comments
556,Project Creation
726,Comments
801,Project Creation
801,Advanced Reports
801,SSO
233,Comments
233,Task Creation
233,Project Creation
830,Comments
830,Attachments
830,Permission Control
830,Automations
915,Task Creation
534,Comments
534,Project Creation
534,SSO
480,Attachments
894,Comments
894,Permission Control
894,Dashboards
287,Attachments
287,Advanced Reports
20,Attachments
369,Project Creation
383,Project Creation
383,Comments
383,Dashboards
383,Permission Control
821,Project Creation
821,Attachments
715,Comments
715,SSO
12,Comments
12,Dashboards
304,Attachments
304,Task Creation
261,Comments
261,Automations
261,Dashboards
786,Comments
786,API Access
781,Task Creation
781,Project Creation
781,SSO
781,API Access
947,Project Creation
947,Attachments
328,Comments
328,Project Creation
328,API Access
837,Attachments
837,SSO
424,Project Creation
424,Permission Control
424,Automations
447,Comments
447,Permission Control
447,Dashboards
334,Task Creation
334,Permission Control
119,Task Creation
119,Comments
119,Permission Control
434,Task Creation
434,Attachments
768,Comments
768,Automations
768,Dashboards
306,Attachments
878,Task Creation
878,Project Creation
878,Attachments
223,Attachments
223,Automations
846,Task Creation
846,SSO
846,Advanced Reports
642,Comments
642,Automations
642,Dashboards
730,Task Creation
543,Task Creation
543,SSO
568,Attachments
590,Project Creation
590,Permission Control
590,Automations
771,Attachments
771,SSO
771,API Access
663,Attachments
329,Project Creation
329,SSO
329,Advanced Reports
715,Attachments
715,Comments
715,API Access
715,Advanced Reports
28,Project Creation
28,Dashboards
28,Automations
479,Task Creation
479,Permission Control
635,Project Creation
635,Attachments
635,Task Creation
437,Comments
748,Attachments
748,Comments
408,Task Creation
408,Project Creation
57,Task Creation
57,Comments
761,Comments
761,Automations
761,Dashboards
59,Comments
59,Project Creation
59,API Access
59,SSO
926,Task Creation
88,Comments
88,Automations
732,Task Creation
732,Project Creation
732,SSO
732,Advanced Reports
330,Project Creation
912,Project Creation
912,Attachments
912,Task Creation
65,Project Creation
65,SSO
939,Attachments
939,Project Creation
939,Comments
906,Attachments
906,Dashboards
374,Project Creation
374,Permission Control
380,Project Creation
380,Attachments
380,Comments
622,Comments
622,Project Creation
622,Task Creation
362,Project Creation
362,Comments
362,Advanced Reports
401,Project Creation
401,Comments
172,Comments
172,API Access
773,Comments
943,Project Creation
943,Comments
943,API Access
359,Comments
359,Dashboards
465,Project Creation
465,Attachments
465,SSO
465,API Access
76,Project Creation
76,Comments
76,Task Creation
582,Task Creation
582,Comments
582,API Access
123,Project Creation
123,Comments
123,API Access
123,SSO
984,Project Creation
984,Advanced Reports
984,API Access
650,Attachments
650,Dashboards
650,Automations
941,Project Creation
941,Task Creation
353,Comments
353,Attachments
353,Dashboards
740,Attachments
740,Automations
187,Task Creation
187,Project Creation
187,Dashboards
187,Permission Control
276,Project Creation
276,Attachments
276,Comments
363,Task Creation
363,Comments
363,Project Creation
94,Attachments
94,Task Creation
94,Dashboards
940,Project Creation
940,Attachments
940,Permission Control
445,Comments
445,API Access
445,SSO
405,Comments
405,Automations
836,Attachments
836,API Access
836,SSO
812,Task Creation
150,Task Creation
150,Attachments
150,Project Creation
179,Task Creation
179,Permission Control
179,Automations
996,Attachments
996,Comments
781,Project Creation
781,Comments
781,SSO
781,API Access
961,Task Creation
961,Attachments
381,Project Creation
381,Dashboards
381,Automations
587,Project Creation
587,Task Creation
587,Automations
587,Permission Control
190,Task Creation
190,Project Creation
190,SSO
190,Advanced Reports
418,Project Creation
418,Permission Control
297,Project Creation
968,Comments
968,Task Creation
968,Project Creation
658,Attachments
658,Comments
658,API Access
562,Attachments
562,Task Creation
23,Task Creation
23,Comments
23,API Access
288,Attachments
288,Comments
288,Task Creation
204,Attachments
204,SSO
253,Task Creation
253,Attachments
253,Project Creation
355,Task Creation
355,Attachments
355,SSO
32,Comments
32,Project Creation
32,API Access
32,Advanced Reports
462,Attachments
462,Project Creation
462,Permission Control
77,Task Creation
860,Comments
860,API Access
308,Comments
308,Project Creation
308,Task Creation
346,Comments
346,Attachments
802,Task Creation
802,Attachments
802,Automations
802,Permission Control
796,Attachments
519,Attachments
519,Comments
519,Project Creation
827,Task Creation
669,Task Creation
669,Project Creation
398,Task Creation
398,Automations
242,Attachments
242,Project Creation
242,Permission Control
77,Comments
77,Project Creation
643,Project Creation
643,Attachments
643,API Access
844,Project Creation
844,Comments
844,Permission Control
844,Dashboards
772,Project Creation
772,API Access
747,Project Creation
747,Advanced Reports
319,Project Creation
319,SSO
319,Advanced Reports
789,Project Creation
789,Task Creation
789,Comments
834,Attachments
590,Task Creation
590,Dashboards
977,Attachments
977,Task Creation
977,Comments
472,Comments
472,Attachments
472,SSO
83,Project Creation
83,Comments
113,Comments
113,Permission Control
578,Attachments
578,Comments
578,Automations
160,Project Creation
160,Comments
160,Permission Control
160,Dashboards
416,Comments
416,SSO
416,API Access
227,Project Creation
227,Dashboards
227,Automations
965,Comments
965,Attachments
965,API Access
965,Advanced Reports
963,Task Creation
963,Comments
963,Automations
963,Permission Control
382,Attachments
382,Advanced Reports
910,Attachments
910,Task Creation
910,Project Creation
987,Task Creation
987,Attachments
987,Comments
196,Comments
196,Advanced Reports
196,API Access
167,Attachments
167,Project Creation
167,Comments
92,Comments
92,Attachments
92,Dashboards
92,Automations
31,Task Creation
31,SSO
507,Attachments
507,Project Creation
507,Advanced Reports
418,Task Creation
418,Comments
418,Dashboards
485,Attachments
485,Project Creation
485,Dashboards
478,Comments
933,Comments
933,Task Creation
34,Attachments
34,API Access
34,Advanced Reports
672,Comments
672,Attachments
672,Advanced Reports
672,SSO
237,Project Creation
237,Advanced Reports
741,Task Creation
741,API Access
657,Task Creation
657,API Access
657,Advanced Reports
985,Project Creation
985,Task Creation
985,Comments
544,Attachments
544,Project Creation
544,SSO
585,Attachments
51,Comments
37,Comments
37,Project Creation
37,Task Creation
468,Project Creation
468,Task Creation
468,Permission Control
594,Attachments
594,Task Creation
594,SSO
594,API Access
769,Attachments
769,Automations
410,Attachments
410,Project Creation
410,SSO
982,Task Creation
798,Comments
798,Permission Control
798,Dashboards
890,Attachments
890,Project Creation
890,Automations
689,Comments
689,Task Creation
689,Dashboards
26,Task Creation
26,Permission Control
916,Comments
916,Advanced Reports
369,Task Creation
293,Project Creation
293,Automations
367,Project Creation
367,Advanced Reports
367,API Access
729,Project Creation
729,Comments
729,Task Creation
38,Comments
38,Permission Control
270,Project Creation
270,Advanced Reports
946,Attachments
946,Project Creation
561,Comments
561,Project Creation
561,Advanced Reports
561,API Access
807,Project Creation
807,Attachments
425,Attachments
425,Task Creation
425,Advanced Reports
990,Comments
661,Project Creation
661,Comments
907,Attachments
907,Task Creation
907,Permission Control
531,Task Creation
531,Project Creation
919,Attachments
548,Comments
548,Permission Control
722,Project Creation
722,Comments
722,Dashboards
170,Comments
930,Comments
930,Project Creation
930,Dashboards
930,Automations
852,Project Creation
852,Attachments
947,Task Creation
947,Attachments
820,Attachments
820,Permission Control
514,Comments
514,Attachments
945,Attachments
945,Comments
945,Dashboards
945,Permission Control
863,Attachments
863,Comments
863,Task Creation
965,Task Creation
965,Attachments
965,Advanced Reports
266,Task Creation
266,Automations
266,Dashboards
681,Attachments
681,API Access
541,Project Creation
914,Attachments
914,Dashboards
914,Permission Control
809,Project Creation
809,Attachments
809,Permission Control
809,Dashboards
689,Attachments
689,Task Creation
689,Automations
689,Permission Control
412,Attachments
412,Comments
412,Task Creation
201,Comments
201,Project Creation
201,SSO
571,Task Creation
571,API Access
132,Comments
925,Comments
925,Project Creation
925,Automations
925,Permission Control
380,Project Creation
594,Attachments
594,Comments
594,Advanced Reports
594,API Access
504,Attachments
504,Task Creation
504,Advanced Reports
35,Project Creation
35,Attachments
35,Permission Control
35,Dashboards
92,Task Creation
92,Comments
92,Permission Control
92,Dashboards
740,Task Creation
740,Permission Control
740,Automations
417,Project Creation
417,Task Creation
417,SSO
41,Task Creation
41,Project Creation
840,Attachments
840,SSO
306,Task Creation
306,Project Creation
306,Comments
497,Comments
497,Attachments
497,Dashboards
584,Task Creation
274,Task Creation
274,Project Creation
274,API Access
274,SSO
805,Comments
805,Task Creation
805,Permission Control
805,Dashboards
27,Task Creation
27,Permission Control
27,Dashboards
543,Comments
543,Task Creation
543,Advanced Reports
472,Attachments
472,API Access
472,Advanced Reports
797,Comments
797,Task Creation
37,Project Creation
625,Comments
625,Attachments
625,Dashboards
399,Attachments
429,Task Creation
429,Attachments
973,Comments
973,Task Creation
973,Dashboards
973,Permission Control
810,Task Creation
810,Project Creation
810,Comments
525,Task Creation
525,Dashboards
525,Automations
268,Comments
268,Project Creation
268,SSO
268,Advanced Reports
324,Comments
324,Project Creation
832,Comments
832,Task Creation
832,SSO
832,Advanced Reports
56,Project Creation
56,Task Creation
56,API Access
193,Project Creation
193,Advanced Reports
482,Comments
482,Task Creation
482,Project Creation
866,Project Creation
503,Attachments
503,Advanced Reports
503,API Access
451,Comments
451,Dashboards
451,Automations
494,Attachments
494,Task Creation
494,Dashboards
494,Automations
412,Comments
412,Project Creation
412,Attachments
582,Comments
582,Advanced Reports
439,Comments
439,Attachments
439,Permission Control
461,Comments
461,Task Creation
814,Attachments
814,Advanced Reports
917,Project Creation
917,Attachments
917,Comments
868,Comments
868,Attachments
328,Project Creation
328,API Access
328,SSO
205,Comments
205,Permission Control
849,Project Creation
215,Comments
215,Task Creation
215,Automations
720,Attachments
720,Task Creation
720,SSO
720,Advanced Reports
344,Attachments
344,Comments
344,Permission Control
71,Task Creation
71,Attachments
71,Advanced Reports
71,SSO
387,Project Creation
387,SSO
387,Advanced Reports
489,Project Creation
489,Task Creation
489,Comments
708,Project Creation
708,API Access
708,Advanced Reports
923,Project Creation
923,Attachments
923,API Access
53,Comments
53,Permission Control
53,Dashboards
827,Comments
827,Task Creation
827,Attachments
469,Comments
469,Project Creation
469,Task Creation
36,Attachments
36,Dashboards
537,Project Creation
537,Comments
537,SSO
415,Comments
415,Attachments
613,Task Creation
613,Project Creation
613,Advanced Reports
613,API Access
479,Attachments
479,Automations
15,Attachments
15,Comments
15,Task Creation
119,Attachments
119,Permission Control
119,Dashboards
654,Attachments
654,Project Creation
574,Comments
574,Project Creation
574,Attachments
442,Attachments
731,Comments
731,Attachments
505,Project Creation
505,Automations
385,Task Creation
385,Automations
385,Permission Control
873,Task Creation
873,Project Creation
974,Attachments
314,Comments
314,Project Creation
314,Permission Control
314,Dashboards
108,Attachments
108,Task Creation
108,Automations
452,Project Creation
452,Advanced Reports
452,SSO
874,Task Creation
874,Project Creation
874,Permission Control
576,Task Creation
576,Attachments
576,Permission Control
50,Attachments
64,Task Creation
64,Attachments
64,Permission Control
931,Attachments
931,Automations
931,Dashboards
224,Attachments
224,Task Creation
224,Advanced Reports
554,Task Creation
554,Comments
561,Attachments
561,Comments
561,SSO
561,API Access
996,Project Creation
996,Attachments
114,Project Creation
114,Task Creation
114,Attachments
154,Project Creation
154,API Access
98,Comments
98,Attachments
98,Task Creation
520,Attachments
520,API Access
520,Advanced Reports
340,Task Creation
340,Automations
340,Dashboards
879,Attachments
879,SSO
232,Task Creation
232,Comments
96,Attachments
96,Comments
96,Automations
238,Project Creation
941,Comments
941,Project Creation
941,Task Creation
505,Attachments
505,Automations
988,Comments
988,Project Creation
988,SSO
988,Advanced Reports
494,Comments
494,Attachments
494,Permission Control
494,Automations
766,Project Creation
766,Attachments
766,Permission Control
766,Dashboards
906,Comments
906,Attachments
906,Automations
906,Permission Control
935,Attachments
260,Task Creation
499,Task Creation
101,Task Creation
101,API Access
101,Advanced Reports
290,Task Creation
290,Attachments
290,API Access
290,Advanced Reports
740,Attachments
740,Task Creation
740,Permission Control
740,Dashboards
918,Project Creation
918,Comments
918,Permission Control
697,Attachments
697,Project Creation
697,API Access
4,Project Creation
4,Task Creation
4,Dashboards
120,Task Creation
120,Automations
215,Project Creation
215,Attachments
215,Permission Control
215,Automations
896,Comments
896,Task Creation
896,API Access
452,Task Creation
452,Comments
452,SSO
452,API Access
863,Attachments
863,Comments
863,Project Creation
841,Attachments
841,Advanced Reports
841,SSO
490,Attachments
490,Automations
824,Project Creation
824,Comments
824,Attachments
924,Attachments
924,Task Creation
924,Permission Control
238,Task Creation
238,Comments
238,Project Creation
470,Attachments
470,Comments
470,Task Creation
122,Task Creation
122,Permission Control
147,Task Creation
147,Comments
908,Task Creation
908,Attachments
908,Permission Control
908,Dashboards
872,Project Creation
872,Advanced Reports
749,Comments
749,Advanced Reports
727,Comments
727,Attachments
727,SSO
244,Project Creation
244,Attachments
244,Advanced Reports
244,API Access
126,Task Creation
126,Comments
126,SSO
126,API Access
115,Project Creation
115,Task Creation
499,Attachments
499,Task Creation
499,Project Creation
214,Project Creation
214,Attachments
419,Project Creation
419,Attachments
419,Comments
522,Comments
522,Attachments
522,Dashboards
931,Attachments
931,Project Creation
931,Dashboards
931,Permission Control
865,Attachments
865,Task Creation
832,Comments
832,Attachments
832,Advanced Reports
832,SSO
909,Attachments
909,Task Creation
909,SSO
909,Advanced Reports
704,Attachments
704,Task Creation
704,Automations
145,Project Creation
145,Comments
145,Advanced Reports
145,SSO
303,Task Creation
303,Project Creation
486,Task Creation
334,Comments
334,Permission Control
334,Automations
906,Attachments
906,Comments
906,Dashboards
906,Permission Control
615,Comments
615,Attachments
615,SSO
877,Project Creation
877,API Access
616,Project Creation
616,Task Creation
616,Attachments
509,Project Creation
509,Task Creation
509,API Access
818,Project Creation
818,Task Creation
818,Comments
358,Task Creation
358,Comments
358,Attachments
204,Attachments
204,SSO
204,API Access
33,Attachments
33,API Access
33,Advanced Reports
343,Project Creation
343,Attachments
343,Advanced Reports
343,API Access
116,Project Creation
116,SSO
116,API Access
929,Comments
929,SSO
929,Advanced Reports
979,Attachments
979,Comments
979,Advanced Reports
979,SSO
913,Comments
913,Attachments
913,Advanced Reports
913,SSO
606,Task Creation
606,Permission Control
606,Dashboards
443,Attachments
443,Project Creation
443,Comments
544,Task Creation
544,Attachments
544,SSO
544,API Access
331,Task Creation
331,Automations
938,Task Creation
369,Project Creation
312,Task Creation
312,Comments
312,Attachments
61,Comments
61,Automations
61,Dashboards
33,Comments
33,SSO
33,API Access
906,Project Creation
906,Task Creation
906,Permission Control
906,Automations
777,Task Creation
777,Attachments
777,Project Creation
541,Project Creation
541,Comments
541,Task Creation
27,Task Creation
27,Project Creation
27,Dashboards
654,Attachments
654,Task Creation
654,Comments
871,Attachments
871,Project Creation
102,Task Creation
6,Task Creation
6,Project Creation
6,Dashboards
6,Automations
358,Project Creation
358,Comments
187,Attachments
187,Permission Control
802,Attachments
802,Task Creation
802,Automations
802,Permission Control
999,Task Creation
283,Attachments
283,Advanced Reports
931,Comments
931,Attachments
931,Automations
691,Task Creation
691,Comments
691,Automations
691,Dashboards
433,Task Creation
433,Comments
433,Permission Control
201,Comments
201,Task Creation
201,SSO
201,API Access
153,Task Creation
153,Dashboards
153,Permission Control
655,Attachments
655,Project Creation
655,Advanced Reports
655,API Access
920,Attachments
920,Comments
920,Advanced Reports
967,Task Creation
967,Comments
967,Project Creation
501,Attachments
501,Project Creation
889,Project Creation
889,Advanced Reports
889,SSO
110,Comments
110,Project Creation
110,API Access
700,Task Creation
700,Comments
700,Advanced Reports
700,API Access
624,Project Creation
624,Attachments
624,SSO
31,Comments
31,SSO
888,Attachments
217,Attachments
217,Comments
217,SSO
684,Project Creation
684,API Access
684,SSO
89,Task Creation
89,SSO
159,Attachments
159,API Access
159,Advanced Reports
618,Project Creation
618,Comments
618,Attachments
333,Attachments
333,Project Creation
333,API Access
201,Task Creation
201,Attachments
201,SSO
30,Attachments
30,SSO
30,Advanced Reports
557,Attachments
557,Permission Control
333,Task Creation
333,Comments
333,Advanced Reports
733,Comments
733,Attachments
733,Task Creation
278,Comments
278,SSO
258,Comments
258,Advanced Reports
258,SSO
25,Project Creation
25,Attachments
25,API Access
25,SSO
693,Task Creation
693,Advanced Reports
551,Project Creation
551,SSO
63,Task Creation
63,Attachments
63,Comments
689,Task Creation
689,Automations
321,Comments
321,Task Creation
613,Project Creation
613,SSO
41,Attachments
758,Project Creation
758,Advanced Reports
540,Attachments
540,Task Creation
540,Comments
101,Project Creation
101,Attachments
101,Advanced Reports
573,Task Creation
573,Advanced Reports
573,API Access
900,Project Creation
900,Permission Control
900,Dashboards
877,Project Creation
877,API Access
138,Project Creation
138,API Access
718,Attachments
718,Project Creation
718,Advanced Reports
718,SSO
883,Task Creation
883,Attachments
771,Attachments
771,API Access
771,SSO
405,Task Creation
405,Automations
405,Permission Control
692,Project Creation
692,Comments
692,Dashboards
692,Automations
973,Comments
973,Task Creation
973,Permission Control
973,Dashboards
25,Project Creation
25,Comments
25,Advanced Reports
25,API Access
173,Project Creation
173,Comments
173,Automations
980,Attachments
980,Project Creation
871,Project Creation
871,Comments
871,Attachments
321,Project Creation
540,Task Creation
540,Comments
540,Project Creation
164,Project Creation
164,Automations
164,Dashboards
818,Attachments
818,Task Creation
818,Comments
937,Attachments
937,Comments
937,Project Creation
534,Task Creation
534,Project Creation
534,API Access
327,Task Creation
327,Project Creation
327,Dashboards
327,Automations
248,Project Creation
248,Comments
248,SSO
190,Comments
190,API Access
190,SSO
969,Task Creation
969,Permission Control
609,Task Creation
609,Permission Control
609,Automations
956,Comments
956,Project Creation
956,Attachments
321,Project Creation
321,Attachments
321,Comments
835,Project Creation
835,Automations
835,Permission Control
522,Comments
522,Project Creation
522,Permission Control
912,Task Creation
805,Project Creation
805,Dashboards
805,Automations
55,Task Creation
55,Project Creation
55,SSO
55,API Access
19,Comments
19,Attachments
19,Advanced Reports
207,Attachments
207,Dashboards
207,Permission Control
716,Project Creation
716,Task Creation
716,Automations
716,Dashboards
339,Attachments
339,Comments
339,Task Creation
912,Task Creation
912,Project Creation
432,Task Creation
432,Comments
432,Automations
719,Comments
719,Attachments
719,Advanced Reports
5,Comments
5,Automations
5,Dashboards
938,Attachments
194,Project Creation
194,Comments
194,SSO
31,Project Creation
31,Comments
31,SSO
760,Project Creation
760,API Access
909,Attachments
909,Project Creation
909,API Access
245,Attachments
245,Project Creation
946,Attachments
946,Task Creation
900,Attachments
900,Project Creation
900,Dashboards
310,Comments
310,Project Creation
310,Attachments
844,Project Creation
844,Permission Control
776,Project Creation
776,Dashboards
628,Task Creation
628,Permission Control
13,Comments
869,Attachments
869,Project Creation
869,API Access
103,Comments
103,SSO
650,Project Creation
650,Comments
650,Automations
650,Dashboards
316,Project Creation
316,Attachments
316,Automations
906,Comments
906,Task Creation
906,Automations
28,Attachments
28,Task Creation
28,Dashboards
28,Automations
861,Project Creation
861,Advanced Reports
672,Attachments
672,API Access
672,SSO
923,Task Creation
923,Comments
923,API Access
923,SSO
540,Comments
540,Task Creation
540,Project Creation
234,Comments
234,Project Creation
234,Advanced Reports
234,SSO
587,Task Creation
587,Permission Control
587,Dashboards
239,Attachments
239,Permission Control
239,Dashboards
236,Task Creation
295,Task Creation
295,Comments
295,API Access
936,Project Creation
936,Task Creation
936,Advanced Reports
936,SSO
292,Task Creation
292,Comments
292,Automations
223,Task Creation
223,Dashboards
223,Permission Control
536,Task Creation
536,Project Creation
536,Automations
536,Permission Control
319,Project Creation
319,Advanced Reports
319,SSO
909,Attachments
909,Comments
909,API Access
198,Comments
198,Task Creation
198,Permission Control
198,Dashboards
515,Attachments
515,Project Creation
515,SSO
515,Advanced Reports
664,Project Creation
664,Comments
664,Dashboards
664,Automations
641,Comments
641,Task Creation
362,Project Creation
362,API Access
362,Advanced Reports
240,Comments
240,API Access
445,Attachments
445,API Access
445,SSO
369,Task Creation
12,Attachments
12,Task Creation
12,Dashboards
910,Comments
910,Task Creation
581,Task Creation
581,Dashboards
581,Permission Control
968,Attachments
968,Comments
137,Comments
137,Task Creation
137,Advanced Reports
804,Comments
804,Attachments
804,Advanced Reports
78,Task Creation
78,Dashboards
78,Permission Control
564,Task Creation
564,SSO
363,Attachments
403,Task Creation
486,Task Creation
343,Attachments
343,SSO
117,Task Creation
117,Project Creation
117,API Access
369,Attachments
369,Project Creation
369,Task Creation
636,Project Creation
636,SSO
576,Comments
576,Attachments
576,Dashboards
173,Project Creation
173,Automations
173,Dashboards
386,Task Creation
386,Advanced Reports
305,Comments
305,Project Creation
305,Dashboards
305,Permission Control
806,Task Creation
806,Attachments
806,Permission Control
350,Project Creation
350,Attachments
350,Task Creation
311,Comments
270,Attachments
270,Task Creation
270,SSO
270,Advanced Reports
549,Comments
891,Comments
930,Task Creation
930,Attachments
930,Automations
930,Dashboards
744,Task Creation
744,API Access
589,Task Creation
589,Project Creation
589,Permission Control
589,Automations
342,Attachments
342,Task Creation
342,Comments
471,Comments
471,Automations
471,Dashboards
700,Attachments
700,Task Creation
700,API Access
700,SSO
877,Project Creation
877,SSO
12,Comments
12,Task Creation
12,Dashboards
981,Task Creation
981,Project Creation
981,Advanced Reports
981,API Access
267,Project Creation
267,Comments
267,Permission Control
267,Dashboards
144,Project Creation
144,Advanced Reports
144,API Access
476,Task Creation
936,Task Creation
936,Advanced Reports
540,Attachments
605,Comments
605,Dashboards
605,Automations
772,Comments
772,API Access
383,Task Creation
383,Dashboards
942,Attachments
942,Permission Control
942,Dashboards
315,Attachments
315,Comments
315,Project Creation
61,Project Creation
61,Comments
61,Automations
61,Permission Control
608,Task Creation
608,Project Creation
608,Attachments
129,Project Creation
129,Attachments
129,SSO
129,API Access
647,Project Creation
647,Attachments
647,Permission Control
148,Project Creation
148,Attachments
148,API Access
528,Task Creation
198,Task Creation
198,Attachments
198,Permission Control
251,Attachments
251,Advanced Reports
518,Project Creation
518,Permission Control
518,Dashboards
129,Project Creation
129,API Access
710,Comments
710,Project Creation
710,Task Creation
954,Attachments
954,Task Creation
954,API Access
954,SSO
643,Task Creation
643,Attachments
643,SSO
596,Comments
596,Project Creation
596,Dashboards
774,Attachments
334,Project Creation
334,Attachments
334,Dashboards
724,Comments
724,Project Creation
724,Automations
332,Attachments
332,Comments
332,SSO
787,Attachments
787,Permission Control
787,Automations
192,Comments
192,Task Creation
192,Automations
420,Task Creation
420,Attachments
784,Task Creation
784,Project Creation
784,Advanced Reports
69,Project Creation
69,Permission Control
559,Attachments
559,Task Creation
559,SSO
559,Advanced Reports
938,Comments
938,Project Creation
428,Project Creation
428,Task Creation
428,SSO
428,Advanced Reports
720,Task Creation
720,API Access
720,Advanced Reports
504,Task Creation
504,Comments
504,Advanced Reports
504,SSO
108,Comments
108,Project Creation
108,Automations
501,Project Creation
40,Task Creation
40,Attachments
40,Comments
735,Comments
735,Project Creation
735,API Access
735,Advanced Reports
625,Task Creation
625,Dashboards
625,Automations
276,Attachments
697,Comments
697,API Access
697,Advanced Reports
325,Project Creation
325,Advanced Reports
322,Task Creation
322,Attachments
322,Automations
892,Task Creation
892,Attachments
892,Advanced Reports
892,SSO
346,Project Creation
621,Project Creation
621,Comments
621,SSO
621,API Access
56,Comments
56,Task Creation
56,API Access
56,Advanced Reports
113,Project Creation
113,Dashboards
113,Permission Control
950,Comments
150,Attachments
150,Task Creation
755,Task Creation
755,Attachments
755,Comments
149,Comments
149,Project Creation
149,Dashboards
149,Automations
448,Comments
448,Automations
905,Comments
905,Project Creation
905,API Access
905,Advanced Reports
660,Attachments
967,Project Creation
357,Attachments
357,Project Creation
357,Advanced Reports
70,Comments
258,Project Creation
258,Comments
258,API Access
844,Attachments
844,Project Creation
844,Permission Control
962,Project Creation
962,Task Creation
962,Permission Control
657,Comments
657,Task Creation
657,Advanced Reports
874,Comments
874,Dashboards
619,Comments
619,Task Creation
619,Automations
619,Permission Control
687,Comments
687,Permission Control
747,Task Creation
747,Advanced Reports
884,Comments
884,Permission Control
146,Attachments
146,Task Creation
146,Advanced Reports
884,Project Creation
884,Task Creation
884,Automations
884,Dashboards
779,Task Creation
779,Attachments
779,Project Creation
630,Comments
630,SSO
741,Project Creation
741,Attachments
741,Advanced Reports
741,SSO
208,Comments
160,Attachments
160,Task Creation
160,Permission Control
65,Project Creation
65,Task Creation
65,SSO
519,Project Creation
519,Attachments
519,Task Creation
160,Project Creation
160,Dashboards
160,Automations
592,Task Creation
592,Attachments
592,Project Creation
670,Attachments
670,API Access
902,Comments
902,Project Creation
902,SSO
636,Comments
636,SSO
110,Project Creation
110,SSO
454,Project Creation
454,Comments
454,Task Creation
995,Task Creation
995,Project Creation
995,API Access
995,Advanced Reports
604,Project Creation
604,Comments
538,Project Creation
538,Dashboards
538,Permission Control
835,Project Creation
835,Comments
835,Automations
835,Dashboards
480,Attachments
480,Comments
947,Task Creation
947,Comments
947,Project Creation
817,Project Creation
16,Attachments
16,Comments
16,API Access
783,Comments
783,Automations
786,Comments
786,SSO
786,API Access
673,Project Creation
673,Attachments
992,Project Creation
736,Task Creation
520,Comments
520,Advanced Reports
520,SSO
828,Comments
582,Project Creation
582,Comments
582,Advanced Reports
973,Task Creation
973,Dashboards
613,Task Creation
613,Advanced Reports
40,Task Creation
40,Comments
168,Attachments
168,Dashboards
970,Task Creation
970,Comments
970,Automations
970,Permission Control
71,Project Creation
71,SSO
71,API Access
224,Attachments
224,Advanced Reports
224,SSO
758,Attachments
758,SSO
758,API Access
84,Project Creation
84,Comments
84,Permission Control
84,Dashboards
272,Attachments
272,Comments
272,API Access
645,Comments
645,API Access
645,Advanced Reports
541,Attachments
541,Comments
973,Comments
973,Task Creation
973,Permission Control
775,Project Creation
775,API Access
775,Advanced Reports
610,Comments
610,Project Creation
610,Dashboards
610,Automations
592,Attachments
592,Comments
526,Comments
526,Automations
288,Comments
121,Project Creation
245,Attachments
245,Task Creation
