customer_id,contracting_date,plan,mrr,segment
594,2022-05-11,Enterprise,571.45,SMB
595,2022-01-18,Pro,417.57,Enterprise
596,2022-01-23,Pro,353.94,SMB
597,2022-01-23,Pro,347.44,Enterprise
598,2023-05-23,Pro,476.83,Enterprise
599,2020-11-16,Enterprise,1779.49,Enterprise
600,2022-01-08,Pro,384.12,Enterprise
601,2021-08-11,Enterprise,658.47,SMB
602,2020-09-07,Basic,46.43,SMB
603,2023-01-19,Pro,327.07,Mid-Market
604,2021-03-01,Basic,51.12,Enterprise
605,2022-06-03,Pro,227.11,Mid-Market
606,2021-05-15,Pro,300.52,Enterprise
607,2021-12-03,Pro,405.14,SMB
608,2022-02-27,Basic,55.26,Enterprise
609,2021-11-10,Pro,234.22,Mid-Market
610,2020-03-31,Pro,438.66,SMB
611,2023-10-06,Enterprise,527.21,SMB
612,2021-05-13,Basic,65.14,Enterprise
613,2020-07-10,Enterprise,771.97,Enterprise
614,2022-06-11,Pro,175.96,SMB
615,2023-10-20,Enterprise,966.04,SMB
616,2021-06-23,Basic,63.27,SMB
617,2023-02-09,Basic,79.8,SMB
618,2023-06-03,Basic,80.07,SMB
619,2022-09-27,Pro,420.08,SMB
620,2023-01-11,Basic,25.84,SMB
621,2022-02-14,Enterprise,1401.7,Mid-Market
622,2021-07-22,Basic,93.33,SMB
623,2023-11-16,Pro,190.84,Mid-Market
624,2023-01-13,Enterprise,1543.68,Mid-Market
625,2023-03-19,Pro,214.66,Enterprise
626,2023-09-03,Pro,210.26,SMB
627,2020-08-07,Pro,322.56,SMB
628,2023-08-14,Pro,204.54,Enterprise
629,2021-11-21,Enterprise,830.79,Mid-Market
630,2021-06-10,Enterprise,1981.89,SMB
631,2022-11-27,Pro,225.5,Enterprise
632,2022-07-05,Enterprise,1218.5,Enterprise
633,2023-08-04,Basic,33.55,SMB
634,2023-08-24,Basic,95.36,Mid-Market
635,2021-09-18,Basic,55.18,SMB
636,2022-02-23,Enterprise,1728.16,Mid-Market
637,2022-02-10,Enterprise,1937.0,Enterprise
638,2023-12-07,Enterprise,1411.8,SMB
639,2020-11-01,Pro,110.22,SMB
640,2023-11-27,Basic,89.37,Mid-Market
641,2023-07-03,Basic,43.57,Enterprise
642,2023-01-14,Pro,468.93,SMB
643,2023-06-05,Enterprise,1412.32,SMB
644,2022-08-07,Basic,57.51,SMB
645,2022-07-29,Enterprise,1926.8,SMB
646,2023-04-17,Pro,376.18,Enterprise
647,2020-05-25,Pro,459.54,SMB
648,2022-06-06,Pro,160.44,Mid-Market
649,2020-09-04,Pro,296.27,SMB
650,2022-03-06,Pro,201.69,SMB
651,2021-11-02,Pro,245.88,Enterprise
652,2022-09-02,Enterprise,1855.85,Enterprise
653,2020-04-10,Enterprise,1359.49,Mid-Market
654,2021-01-06,Basic,65.58,Mid-Market
655,2023-05-04,Enterprise,1852.27,Mid-Market
656,2020-09-30,Pro,220.43,SMB
657,2022-07-18,Enterprise,1866.2,SMB
658,2021-02-16,Enterprise,1108.17,Enterprise
659,2022-11-16,Pro,473.13,Enterprise
660,2021-03-05,Basic,70.49,SMB
661,2021-09-25,Basic,77.59,Mid-Market
662,2023-06-07,Pro,469.22,Mid-Market
663,2022-03-05,Basic,39.73,Enterprise
664,2021-10-17,Pro,449.96,Mid-Market
665,2020-03-30,Basic,45.58,Mid-Market
666,2022-06-13,Basic,44.18,SMB
667,2023-06-03,Basic,63.26,Mid-Market
668,2023-02-21,Pro,319.34,Enterprise
669,2022-10-18,Basic,40.3,SMB
670,2021-07-14,Enterprise,1571.11,Mid-Market
671,2022-10-10,Enterprise,1345.58,Mid-Market
672,2022-07-16,Enterprise,843.88,Enterprise
673,2021-07-12,Basic,23.32,Enterprise
674,2021-01-05,Pro,367.33,Enterprise
675,2021-12-08,Pro,247.8,SMB
676,2021-02-15,Enterprise,536.51,Mid-Market
677,2022-03-14,Pro,375.33,Enterprise
678,2021-06-10,Pro,470.63,Enterprise
679,2023-09-09,Pro,458.85,Enterprise
680,2022-01-30,Enterprise,1852.15,SMB
681,2023-03-31,Enterprise,1156.24,Enterprise
682,2022-05-28,Enterprise,1798.4,Mid-Market
683,2023-04-20,Basic,53.1,Enterprise
684,2020-12-08,Enterprise,1739.61,Enterprise
685,2021-11-11,Pro,297.07,Enterprise
686,2021-08-11,Enterprise,1837.39,Enterprise
687,2023-10-29,Pro,214.05,Mid-Market
688,2022-03-23,Enterprise,1002.34,Enterprise
689,2022-09-19,Pro,448.75,Enterprise
690,2021-05-16,Enterprise,1659.82,SMB
691,2020-03-06,Pro,194.57,Enterprise
692,2023-01-05,Pro,305.71,Mid-Market
693,2020-01-05,Enterprise,960.0,Enterprise
694,2023-01-11,Pro,284.19,Enterprise
695,2022-03-14,Pro,113.65,Enterprise
696,2021-12-10,Enterprise,1870.8,Mid-Market
697,2020-01-09,Enterprise,1133.36,Mid-Market
698,2020-08-29,Enterprise,1299.06,Mid-Market
699,2022-01-24,Enterprise,1112.69,Enterprise
700,2022-05-30,Enterprise,849.43,Mid-Market
701,2022-02-23,Enterprise,1238.51,Enterprise
702,2022-02-19,Basic,42.77,SMB
703,2023-02-10,Pro,323.21,SMB
704,2022-12-16,Pro,245.63,SMB
705,2023-10-24,Pro,449.61,Mid-Market
706,2023-03-24,Pro,233.28,Mid-Market
707,2020-02-03,Pro,467.11,Mid-Market
708,2022-09-04,Enterprise,1181.37,Enterprise
709,2023-10-07,Pro,158.27,Mid-Market
710,2020-10-28,Basic,86.4,Enterprise
711,2021-09-14,Basic,74.64,SMB
712,2023-06-28,Basic,33.64,Enterprise
713,2020-02-18,Basic,81.79,Enterprise
714,2020-10-28,Pro,311.15,Mid-Market
715,2023-08-08,Enterprise,885.06,SMB
716,2020-08-01,Pro,110.21,Mid-Market
717,2021-10-08,Enterprise,1623.18,SMB
718,2020-05-15,Enterprise,1710.08,Enterprise
719,2020-04-15,Enterprise,1445.7,SMB
720,2022-01-30,Enterprise,904.73,Enterprise
721,2021-07-27,Enterprise,507.9,Enterprise
722,2021-01-22,Pro,245.29,Mid-Market
723,2022-09-05,Enterprise,770.54,SMB
724,2020-05-13,Pro,134.36,SMB
725,2021-11-14,Enterprise,985.77,Enterprise
726,2023-10-27,Basic,67.6,Enterprise
727,2023-08-14,Enterprise,567.13,Enterprise
728,2021-05-01,Basic,71.17,Mid-Market
729,2022-01-11,Basic,67.92,SMB
730,2021-10-24,Basic,27.85,SMB
731,2023-06-04,Basic,22.05,Mid-Market
732,2022-03-24,Enterprise,772.33,Mid-Market
733,2023-07-06,Basic,50.41,Enterprise
734,2022-10-11,Basic,77.51,Enterprise
735,2020-09-18,Enterprise,1012.66,Mid-Market
736,2022-03-19,Basic,53.71,Enterprise
737,2023-05-12,Pro,282.77,SMB
738,2023-08-03,Pro,124.02,SMB
739,2023-07-22,Pro,243.15,Mid-Market
740,2023-12-09,Pro,443.76,Mid-Market
741,2023-11-27,Enterprise,1568.25,Mid-Market
742,2021-12-04,Enterprise,650.66,Enterprise
743,2021-01-16,Pro,120.73,Enterprise
744,2021-05-22,Enterprise,1343.24,Mid-Market
745,2020-03-25,Pro,226.21,SMB
746,2020-03-04,Basic,63.35,Enterprise
747,2020-12-13,Enterprise,1451.95,Enterprise
748,2021-02-11,Basic,86.56,Mid-Market
749,2021-06-08,Enterprise,926.9,SMB
750,2023-12-31,Pro,367.07,SMB
751,2020-10-30,Pro,313.86,Enterprise
752,2020-02-07,Basic,30.24,SMB
753,2023-10-10,Pro,252.5,Mid-Market
754,2020-03-05,Basic,95.37,SMB
755,2021-09-26,Basic,62.38,Mid-Market
756,2021-09-09,Pro,396.52,SMB
757,2020-09-22,Basic,69.7,Enterprise
758,2023-06-19,Enterprise,900.42,Enterprise
759,2020-06-13,Basic,30.16,Mid-Market
760,2022-02-03,Enterprise,918.54,SMB
761,2022-08-30,Pro,233.07,Enterprise
762,2022-08-11,Enterprise,847.12,Mid-Market
763,2021-03-05,Enterprise,1054.18,Enterprise
764,2022-01-01,Pro,336.17,Mid-Market
765,2021-11-01,Pro,308.23,SMB
766,2022-12-14,Pro,351.81,SMB
767,2022-02-16,Pro,345.44,Enterprise
768,2023-10-25,Pro,236.98,Mid-Market
769,2022-03-02,Pro,485.82,Enterprise
770,2022-01-04,Basic,72.66,SMB
771,2022-11-26,Enterprise,1549.2,SMB
772,2020-07-09,Enterprise,1333.36,Enterprise
773,2021-03-06,Basic,58.33,Mid-Market
774,2020-11-27,Basic,81.47,Mid-Market
775,2020-02-09,Enterprise,1457.95,Mid-Market
776,2020-12-30,Pro,380.27,SMB
777,2022-04-21,Basic,89.75,Mid-Market
778,2023-07-11,Basic,99.3,Enterprise
779,2023-11-21,Basic,94.66,SMB
780,2022-05-14,Basic,48.64,SMB
781,2021-10-11,Enterprise,1723.56,SMB
782,2022-01-03,Pro,242.35,SMB
783,2022-03-19,Pro,305.24,Enterprise
784,2021-12-14,Enterprise,1928.24,Enterprise
785,2023-03-30,Basic,92.55,Mid-Market
786,2022-03-23,Enterprise,1479.79,Mid-Market
787,2023-06-06,Pro,394.1,SMB
788,2020-08-04,Enterprise,1558.82,SMB
789,2023-07-05,Basic,39.91,Mid-Market
790,2023-03-25,Pro,297.32,Mid-Market
791,2020-04-09,Basic,66.88,Enterprise
792,2021-01-24,Pro,390.26,Mid-Market
793,2023-10-29,Enterprise,1191.47,SMB
794,2020-11-11,Pro,170.87,Mid-Market
795,2022-10-15,Pro,196.61,Mid-Market
796,2020-09-06,Basic,24.37,Mid-Market
797,2022-10-06,Basic,85.85,SMB
798,2021-11-14,Pro,223.24,Mid-Market
799,2022-09-10,Pro,147.5,Mid-Market
800,2020-08-14,Enterprise,1818.73,Mid-Market
801,2022-12-05,Enterprise,1079.36,SMB
802,2022-12-05,Pro,134.57,Mid-Market
803,2023-08-21,Basic,30.43,SMB
804,2021-04-11,Enterprise,863.63,Mid-Market
805,2022-02-15,Pro,174.01,Enterprise
806,2021-10-30,Pro,338.29,Mid-Market
807,2023-07-26,Basic,54.54,SMB
808,2023-12-06,Basic,24.4,Enterprise
809,2023-01-03,Pro,226.93,SMB
810,2023-02-09,Basic,52.09,SMB
811,2020-08-05,Enterprise,911.93,Enterprise
812,2023-02-19,Basic,58.05,Mid-Market
813,2021-10-11,Basic,33.25,Enterprise
814,2022-08-10,Enterprise,1150.97,Enterprise
815,2021-01-03,Basic,82.2,SMB
816,2023-07-17,Basic,87.29,Mid-Market
817,2021-01-08,Basic,95.9,Mid-Market
818,2022-09-26,Basic,60.5,Enterprise
819,2022-09-22,Pro,134.75,SMB
820,2020-05-08,Pro,250.55,Enterprise
821,2023-12-26,Basic,25.75,SMB
822,2020-02-20,Enterprise,1449.74,Enterprise
823,2021-02-19,Pro,220.84,SMB
824,2022-04-01,Basic,87.99,SMB
825,2021-12-20,Basic,24.96,SMB
826,2022-07-30,Basic,94.3,SMB
827,2021-09-21,Basic,96.03,Mid-Market
828,2021-10-10,Basic,73.16,SMB
829,2022-02-03,Enterprise,1358.71,Mid-Market
830,2022-12-01,Pro,491.83,SMB
831,2023-12-17,Pro,267.79,SMB
832,2020-02-16,Enterprise,1782.12,Mid-Market
833,2022-02-12,Pro,317.08,SMB
834,2022-05-06,Basic,31.48,Mid-Market
835,2020-02-25,Pro,499.12,SMB
836,2020-03-27,Enterprise,1142.73,Mid-Market
837,2020-01-21,Enterprise,1268.84,Mid-Market
838,2021-06-16,Enterprise,917.36,Enterprise
839,2023-04-24,Basic,33.67,Enterprise
840,2020-01-08,Enterprise,1037.65,Mid-Market
841,2020-01-16,Enterprise,820.09,SMB
842,2022-01-28,Basic,46.79,SMB
843,2020-11-16,Enterprise,1637.66,Mid-Market
844,2020-01-14,Pro,414.3,Mid-Market
845,2021-07-03,Pro,178.48,Mid-Market
846,2020-11-17,Enterprise,1661.66,Enterprise
847,2021-07-31,Pro,296.65,Enterprise
848,2020-11-13,Pro,305.59,SMB
849,2021-04-23,Basic,70.64,Mid-Market
850,2023-08-20,Basic,27.79,Mid-Market
851,2021-06-28,Enterprise,1838.2,SMB
852,2021-06-14,Basic,69.77,Mid-Market
853,2020-05-26,Enterprise,1477.42,Enterprise
854,2022-06-11,Enterprise,1735.7,Enterprise
855,2020-03-25,Basic,80.29,Enterprise
856,2023-06-20,Basic,35.43,Mid-Market
857,2023-03-14,Pro,146.5,Mid-Market
858,2021-04-28,Enterprise,1697.71,Enterprise
859,2021-11-13,Enterprise,755.5,SMB
860,2021-05-22,Enterprise,1357.5,Mid-Market
861,2023-04-24,Enterprise,1762.18,Mid-Market
862,2022-10-25,Pro,458.31,Enterprise
863,2022-09-23,Basic,60.83,SMB
864,2020-09-27,Enterprise,1402.49,Mid-Market
865,2022-01-29,Basic,51.23,Enterprise
866,2021-01-25,Basic,73.53,Enterprise
867,2023-07-20,Enterprise,535.75,Mid-Market
868,2023-08-09,Basic,24.39,SMB
869,2023-10-31,Enterprise,1661.13,SMB
870,2022-04-22,Pro,337.57,Enterprise
871,2021-03-08,Basic,44.47,Mid-Market
872,2022-10-21,Enterprise,555.24,SMB
873,2020-10-02,Basic,88.21,Enterprise
874,2022-03-04,Pro,353.7,SMB
875,2021-10-29,Enterprise,1298.43,Mid-Market
876,2020-07-19,Basic,94.73,Enterprise
877,2022-09-07,Enterprise,770.62,SMB
878,2021-01-07,Basic,80.4,Mid-Market
879,2021-01-21,Enterprise,1461.47,Mid-Market
880,2022-10-31,Basic,78.69,Enterprise
881,2021-08-30,Pro,155.79,SMB
882,2020-09-02,Enterprise,1495.55,Enterprise
883,2020-11-15,Basic,56.91,SMB
884,2020-01-09,Pro,284.4,SMB
885,2021-05-09,Pro,453.45,Mid-Market
886,2020-04-16,Enterprise,1125.57,Mid-Market
887,2020-08-03,Basic,78.97,SMB
888,2022-06-18,Basic,80.72,Enterprise
889,2021-10-13,Enterprise,1781.16,Enterprise
890,2023-10-20,Pro,371.72,SMB
891,2022-10-22,Basic,38.27,Mid-Market
892,2021-06-24,Enterprise,1579.0,SMB
893,2022-03-08,Enterprise,1101.4,SMB
894,2023-12-31,Pro,114.31,Enterprise
895,2022-03-31,Pro,366.99,Mid-Market
896,2022-07-13,Enterprise,549.36,Mid-Market
897,2022-07-03,Basic,39.88,Enterprise
898,2021-05-13,Enterprise,981.07,Mid-Market
899,2023-10-11,Enterprise,1687.97,Mid-Market
900,2023-06-22,Pro,286.63,SMB
901,2022-08-20,Basic,41.66,SMB
902,2020-05-20,Enterprise,573.28,Mid-Market
903,2021-06-07,Enterprise,1040.17,SMB
904,2021-06-16,Enterprise,1083.93,SMB
905,2020-07-26,Enterprise,1899.11,SMB
906,2023-10-18,Pro,398.58,Enterprise
907,2021-08-08,Pro,327.0,SMB
908,2020-12-16,Pro,196.23,Enterprise
909,2021-04-10,Enterprise,738.09,Enterprise
910,2020-08-17,Basic,25.47,Enterprise
911,2023-12-31,Basic,88.11,SMB
912,2020-04-30,Basic,98.19,Mid-Market
913,2022-11-11,Enterprise,1149.71,Mid-Market
914,2021-10-29,Pro,116.01,Enterprise
915,2023-02-19,Basic,77.87,Mid-Market
916,2021-06-09,Enterprise,576.47,SMB
917,2021-09-20,Basic,63.97,SMB
918,2023-06-24,Pro,470.27,Mid-Market
919,2020-06-05,Basic,29.71,Mid-Market
920,2023-07-19,Enterprise,773.42,Mid-Market
921,2022-05-18,Pro,333.1,Enterprise
922,2022-09-16,Basic,77.92,Mid-Market
923,2020-07-08,Enterprise,588.17,Enterprise
924,2022-08-21,Pro,264.77,Mid-Market
925,2022-10-02,Pro,472.44,Mid-Market
926,2023-06-04,Basic,46.88,Mid-Market
927,2022-07-08,Basic,71.25,Enterprise
928,2020-09-06,Basic,45.74,SMB
929,2021-02-01,Enterprise,1608.12,Enterprise
930,2021-11-03,Pro,227.47,Enterprise
931,2021-12-23,Pro,300.76,Enterprise
932,2023-08-14,Basic,90.16,Enterprise
933,2020-05-29,Basic,70.35,Enterprise
934,2022-08-31,Pro,234.23,Enterprise
935,2023-08-03,Basic,31.64,Mid-Market
936,2022-03-01,Enterprise,1505.83,Mid-Market
937,2022-10-28,Basic,75.34,SMB
938,2023-02-23,Basic,45.36,Enterprise
939,2022-04-20,Basic,47.17,SMB
940,2021-10-22,Pro,149.9,Enterprise
941,2021-09-10,Basic,70.42,Enterprise
942,2021-05-16,Pro,280.06,SMB
943,2022-08-10,Enterprise,815.88,SMB
944,2021-10-12,Basic,97.15,Enterprise
945,2022-05-16,Pro,473.51,Enterprise
946,2020-01-10,Basic,60.08,SMB
947,2023-08-03,Basic,48.15,Enterprise
948,2022-05-29,Basic,93.92,Mid-Market
949,2020-10-12,Pro,474.97,Enterprise
950,2020-02-14,Basic,53.91,SMB
951,2020-05-21,Pro,102.47,Mid-Market
952,2020-11-26,Basic,27.69,Mid-Market
953,2021-04-24,Enterprise,1519.93,Enterprise
954,2020-05-01,Enterprise,757.4,SMB
955,2022-10-07,Enterprise,987.43,Mid-Market
956,2021-12-18,Basic,22.21,Mid-Market
957,2020-05-18,Enterprise,933.83,SMB
958,2020-11-18,Enterprise,755.08,SMB
959,2020-08-16,Basic,58.14,Enterprise
960,2021-01-13,Basic,84.91,Mid-Market
961,2022-12-15,Basic,58.73,Mid-Market
962,2022-07-29,Pro,355.02,SMB
963,2023-01-23,Pro,189.32,SMB
964,2020-12-23,Basic,61.04,SMB
965,2022-02-23,Enterprise,762.91,Mid-Market
966,2021-10-09,Pro,119.22,SMB
967,2020-03-07,Basic,88.79,SMB
968,2020-08-12,Basic,46.89,Mid-Market
969,2022-06-26,Pro,194.14,Mid-Market
970,2020-02-22,Pro,184.28,Mid-Market
971,2022-09-15,Enterprise,1833.09,SMB
972,2021-05-10,Enterprise,1217.85,SMB
973,2021-09-07,Pro,471.03,Enterprise
974,2022-11-23,Basic,88.3,Mid-Market
975,2020-01-22,Enterprise,1270.9,Enterprise
976,2021-06-22,Enterprise,1192.5,Mid-Market
977,2020-03-04,Basic,60.38,Mid-Market
978,2021-08-04,Pro,356.17,Enterprise
979,2022-01-12,Enterprise,1316.6,Enterprise
980,2023-05-27,Basic,63.09,Enterprise
981,2021-02-25,Enterprise,1886.69,Mid-Market
982,2020-03-24,Basic,76.22,SMB
983,2023-04-23,Pro,149.03,SMB
984,2020-10-20,Enterprise,866.65,Enterprise
985,2022-02-27,Basic,83.99,SMB
986,2020-02-21,Basic,76.09,SMB
987,2023-01-21,Basic,71.77,SMB
988,2020-04-02,Enterprise,1081.15,Mid-Market
989,2022-06-28,Basic,68.79,Enterprise
990,2020-11-02,Basic,67.92,Mid-Market
991,2020-11-18,Basic,58.66,Enterprise
992,2020-08-21,Basic,90.39,Enterprise
993,2023-08-31,Basic,75.0,SMB
994,2022-12-18,Pro,274.44,Enterprise
995,2020-07-09,Enterprise,1193.01,Mid-Market
996,2021-03-06,Basic,28.77,SMB
997,2020-07-02,Basic,44.92,Enterprise
998,2022-08-21,Pro,213.36,Mid-Market
999,2020-01-23,Basic,96.26,Mid-Market
1000,2021-06-24,Enterprise,1294.77,SMB
