customer_id,mrr,plan,contracting_date,segment,interaction_date,interaction_type,nps_last_research,event_date,logins_last_week,finished_tasks,active_users,num_opened_tickets,API Access,Advanced Reports,Attachments,Automations,Comments,Dashboards,Permission Control,Project Creation,SSO,Task Creation,weeks_since_last_interaction,tenure_in_years,weeks_since_last_usage_extraction
251,544.32,Enterprise,2021-03-25,SMB,2022-05-25,Suporte Técnico,,2023-07-06,23.6,37.4,7.2,0.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,235.0,5.687813783660428,177.0
252,1209.75,Enterprise,2021-04-15,SMB,,,,2022-04-27,20.0,36.0,10.5,0.75,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,5.630305796439981,239.0
253,97.71,Basic,2021-08-23,Mid-Market,2022-01-22,Suporte Técnico,6.0,2024-07-22,27.4,41.2,12.0,0.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,253.0,5.274303970789593,123.0
254,761.52,Enterprise,2020-10-07,SMB,2023-02-27,Reunião QBR,,2022-03-04,21.166666666666668,66.33333333333333,8.833333333333334,1.1666666666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,196.0,6.148611654282362,247.0
255,1560.9,Enterprise,2020-02-27,SMB,,,,2022-03-27,29.0,42.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,6.759092686742276,244.0
256,103.17,Pro,2023-02-27,SMB,2025-06-24,Suporte Técnico,7.0,2025-05-26,23.2,50.8,13.4,0.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,75.0,3.759069130732375,79.0
257,101.35,Pro,2022-08-18,Mid-Market,2024-12-27,Email de Acompanhamento,1.0,2024-09-06,35.5,54.0,13.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,100.0,4.288061336254107,116.0
258,900.73,Enterprise,2023-11-19,Enterprise,2025-09-26,Reunião QBR,,2026-09-26,28.428571428571427,49.57142857142857,13.571428571428571,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,61.0,3.033538672142368,9.0
259,81.14,Basic,2022-12-06,SMB,2024-12-14,Email de Acompanhamento,3.0,2023-01-05,27.0,59.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,102.0,3.986856516976999,203.0
260,71.75,Basic,2020-07-16,Enterprise,2022-07-14,Suporte Técnico,,2023-06-26,20.6,53.4,12.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,228.0,6.375831052014079,179.0
261,317.45,Pro,2023-09-05,SMB,2025-12-19,Suporte Técnico,8.0,2026-08-20,36.0,30.0,10.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,49.0,3.238877481177276,14.0
262,418.42,Pro,2020-08-24,SMB,2021-11-01,Reunião QBR,0.0,2023-01-19,23.333333333333332,75.33333333333333,11.666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,265.0,6.269065310911224,201.0
263,49.47,Basic,2022-08-19,SMB,2025-02-11,Reunião QBR,9.0,2025-04-22,33.75,61.0,12.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,94.0,4.285323110624316,84.0
264,292.75,Pro,2022-06-06,SMB,2024-10-04,Email de Acompanhamento,3.0,2025-05-13,28.4,61.0,12.2,0.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,112.0,4.4879518072289155,81.0
265,329.98,Pro,2023-01-26,SMB,2024-11-06,Reunião QBR,,2023-11-04,31.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,107.0,3.8466803559206024,160.0
266,232.01,Pro,2021-03-19,SMB,2024-01-18,Reunião QBR,4.0,2023-05-24,23.0,40.6,9.2,0.4,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,149.0,5.7042446371519855,183.0
267,383.11,Pro,2023-06-13,Enterprise,,,,2026-03-11,26.125,63.75,7.875,0.125,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,3.468856947296372,37.0
268,530.74,Enterprise,2022-03-03,Enterprise,2022-09-22,Reunião QBR,,2024-12-12,29.0,65.0,8.5,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,218.0,4.7480832420591454,102.0
269,32.05,Basic,2023-01-16,Enterprise,2024-07-10,Email de Acompanhamento,3.0,2024-12-28,26.0,85.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,124.0,3.8740588637919235,100.0
270,982.96,Enterprise,2022-07-06,SMB,2023-07-14,Email de Acompanhamento,5.0,2024-06-18,28.272727272727273,43.90909090909091,8.727272727272727,0.8181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,176.0,4.405805038335159,128.0
271,81.94,Basic,2020-05-30,Mid-Market,,,,2021-01-06,23.0,92.0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,6.5044974579585455,307.0
272,1748.1,Enterprise,2022-03-03,SMB,2024-10-20,Reunião QBR,4.0,2024-02-17,29.875,59.75,7.125,1.75,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,110.0,4.7480832420591454,145.0
273,90.99,Basic,2023-08-13,Mid-Market,,,,2025-08-04,42.5,42.5,11.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,3.3018480492813143,69.0
274,1655.6,Enterprise,2023-09-18,Mid-Market,,,,2026-09-06,29.5,45.25,11.375,0.625,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,3.2032854209445585,12.0
275,40.34,Basic,2021-09-10,SMB,2023-10-03,Reunião QBR,1.0,2024-08-04,16.0,55.6,14.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,165.0,5.2250114103149246,121.0
276,91.37,Basic,2021-08-21,SMB,2024-03-30,Email de Acompanhamento,,2024-06-06,22.125,39.375,14.125,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,139.0,5.279780921953446,129.0
277,156.38,Pro,2022-08-01,Enterprise,2025-04-04,Reunião QBR,8.0,2024-03-09,20.0,54.333333333333336,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,86.0,4.33461117196057,142.0
278,1153.41,Enterprise,2023-03-09,SMB,2025-08-13,Reunião QBR,4.0,2025-08-24,24.0,44.833333333333336,15.833333333333334,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,67.0,3.7316906228610542,66.0
279,308.81,Pro,2023-03-02,Mid-Market,,,,2025-12-13,26.666666666666668,44.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,3.7508555783709787,50.0
280,28.81,Basic,2020-03-28,Enterprise,2022-05-11,Suporte Técnico,1.0,2021-09-25,23.0,65.66666666666667,7.666666666666667,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,237.0,6.676965193586234,270.0
281,23.82,Basic,2021-01-23,Mid-Market,2023-11-24,Reunião QBR,1.0,2023-11-28,16.6,52.6,8.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,157.0,5.8548607941579185,157.0
282,89.25,Basic,2020-08-09,Mid-Market,2022-09-10,Email de Acompanhamento,,2023-03-20,28.0,42.2,9.4,0.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,220.0,6.310129057489245,193.0
283,1351.79,Enterprise,2022-04-06,Mid-Market,2022-09-25,Reunião QBR,,2023-09-28,17.5,40.5,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,218.0,4.6549835706462215,165.0
284,1114.88,Enterprise,2022-10-25,Enterprise,2025-05-23,Reunião QBR,8.0,2024-09-12,22.6,59.0,9.8,0.4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,79.0,4.101861993428258,115.0
285,80.57,Basic,2020-03-03,Mid-Market,2021-11-21,Suporte Técnico,8.0,2021-12-20,28.714285714285715,68.42857142857143,11.857142857142858,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,262.0,6.745404771216269,258.0
286,76.75,Basic,2020-08-10,Mid-Market,2021-08-17,Reunião QBR,8.0,,,,,,,,,,,,,,,,276.0,6.307391474384044,
287,1079.8,Enterprise,2022-05-26,Mid-Market,2024-03-29,Reunião QBR,4.0,2025-05-23,27.6,34.2,12.0,1.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,139.0,4.518072289156627,79.0
288,90.61,Basic,2021-09-03,SMB,2024-02-21,Reunião QBR,2.0,2024-05-14,26.875,59.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,144.0,5.244180739388407,133.0
289,946.82,Enterprise,2020-07-31,SMB,,,,2023-04-14,29.0,34.666666666666664,12.666666666666666,0.16666666666666666,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,6.334767305436058,189.0
290,1809.79,Enterprise,2022-12-07,Enterprise,2025-01-22,Email de Acompanhamento,,2025-10-04,31.0,46.5,13.166666666666666,1.8333333333333333,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,96.0,3.9841182913472073,60.0
291,173.07,Pro,2021-06-13,Mid-Market,2023-02-27,Suporte Técnico,2.0,2024-04-29,23.555555555555557,56.44444444444444,11.777777777777779,0.4444444444444444,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,196.0,5.468735737106344,135.0
292,386.21,Pro,2021-10-18,SMB,2023-04-18,Suporte Técnico,1.0,2024-01-20,32.625,53.375,8.0,0.625,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,189.0,5.120949338201734,149.0
293,179.66,Pro,2022-09-09,SMB,2025-08-04,Suporte Técnico,6.0,2024-05-13,27.166666666666668,59.833333333333336,15.666666666666666,0.16666666666666666,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,69.0,4.227820372398686,133.0
294,323.07,Pro,2023-08-27,SMB,2026-03-28,Reunião QBR,,2025-06-16,28.25,50.25,17.75,0.75,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,35.0,3.263518138261465,76.0
295,848.39,Enterprise,2021-03-17,SMB,,,,2024-03-01,27.125,37.0,11.625,1.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,5.709721588315837,143.0
296,618.68,Enterprise,2023-04-29,Enterprise,2023-10-03,Email de Acompanhamento,,2026-01-06,20.166666666666668,63.0,12.166666666666666,1.3333333333333333,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,165.0,3.592060232717317,47.0
297,31.14,Basic,2020-05-10,Mid-Market,,,,2022-09-05,26.833333333333332,40.833333333333336,13.166666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,6.5592491200625735,221.0
298,1090.4,Enterprise,2020-07-03,Enterprise,2021-08-14,Reunião QBR,8.0,2022-11-05,8.0,34.5,9.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,276.0,6.411419632381698,212.0
299,321.05,Pro,2022-06-02,Enterprise,2024-09-26,Reunião QBR,10.0,2024-05-06,29.5,48.75,11.75,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,113.0,4.498904709748083,134.0
300,266.54,Pro,2022-09-11,SMB,2024-01-08,Reunião QBR,6.0,2025-06-25,26.25,51.25,9.0,0.75,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,151.0,4.222343921139102,74.0
301,278.42,Pro,2023-12-04,SMB,2025-06-15,Email de Acompanhamento,,2025-04-03,33.0,69.5,10.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,76.0,2.9924709103353866,86.0
302,863.57,Enterprise,2023-11-26,SMB,2024-09-29,Email de Acompanhamento,,2025-09-28,18.0,39.833333333333336,9.166666666666666,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,113.0,3.0143737166324436,61.0
303,77.69,Basic,2021-10-12,Mid-Market,2024-05-21,Email de Acompanhamento,10.0,2024-03-03,26.0,57.5,16.5,0.25,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,132.0,5.137380191693291,143.0
304,68.35,Basic,2022-07-12,Mid-Market,2025-06-01,Reunião QBR,,2024-03-30,30.666666666666668,19.666666666666668,8.666666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,78.0,4.389375684556407,139.0
305,369.92,Pro,2023-01-24,SMB,2025-07-03,Reunião QBR,7.0,2025-12-30,21.571428571428573,53.57142857142857,11.428571428571429,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,73.0,3.8521560574948666,48.0
306,45.64,Basic,2023-11-04,Mid-Market,2024-11-11,Reunião QBR,10.0,2025-12-22,18.0,67.0,10.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,107.0,3.07460643394935,49.0
307,178.59,Pro,2021-10-14,Mid-Market,2023-06-13,Suporte Técnico,,2024-04-19,23.0,54.6,10.8,0.6,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,181.0,5.1319032405294385,136.0
308,94.83,Basic,2020-01-20,Mid-Market,2021-06-07,Email de Acompanhamento,,2022-10-17,32.42857142857143,28.714285714285715,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,286.0,6.86312084473993,215.0
309,1621.55,Enterprise,2023-04-17,Mid-Market,2025-07-28,Email de Acompanhamento,,2025-06-28,19.6,49.2,6.2,0.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,70.0,3.6249144421629023,74.0
310,30.63,Basic,2023-05-15,SMB,2023-11-02,Suporte Técnico,1.0,2025-10-12,26.75,45.0,18.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,160.0,3.5482546201232035,59.0
311,45.82,Basic,2021-11-22,Mid-Market,2024-03-26,Reunião QBR,10.0,2024-05-10,19.75,59.0,5.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,140.0,5.025102692834322,133.0
312,88.09,Basic,2023-12-20,Enterprise,2025-10-14,Suporte Técnico,9.0,2026-07-19,24.666666666666668,46.666666666666664,15.333333333333334,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,59.0,2.948665297741273,19.0
313,1442.15,Enterprise,2020-05-19,Mid-Market,2021-11-10,Suporte Técnico,4.0,2023-05-06,24.666666666666668,75.16666666666667,9.666666666666666,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,263.0,6.534610872115761,186.0
314,352.99,Pro,2023-12-02,Mid-Market,2026-06-29,Email de Acompanhamento,5.0,2026-08-10,21.428571428571427,50.714285714285715,12.714285714285714,0.7142857142857143,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,22.0,2.9979466119096507,16.0
315,38.31,Basic,2023-03-12,Mid-Market,2023-12-10,Reunião QBR,,2025-11-23,21.3,46.7,9.5,0.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,155.0,3.7234770704996576,53.0
316,451.86,Pro,2020-11-13,SMB,,,,2023-09-01,28.5,61.5,10.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,6.04732107938991,169.0
317,1639.56,Enterprise,2021-05-27,Enterprise,2022-05-25,Email de Acompanhamento,,2024-05-24,27.714285714285715,41.0,16.285714285714285,0.14285714285714285,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,235.0,5.515289821999087,131.0
318,484.77,Pro,2021-12-04,Mid-Market,2024-05-02,Suporte Técnico,6.0,2024-09-08,5.666666666666667,12.333333333333334,5.666666666666667,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,134.0,4.992240985851209,116.0
319,686.04,Enterprise,2020-06-03,SMB,2022-02-02,Suporte Técnico,2.0,2023-01-23,27.4,27.4,8.4,1.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,251.0,6.49354712553774,201.0
320,25.34,Basic,2021-04-07,SMB,,,,2024-02-23,36.0,46.285714285714285,8.285714285714286,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,5.65221360109539,144.0
321,60.43,Basic,2020-02-11,SMB,2023-01-04,Email de Acompanhamento,10.0,2021-12-04,16.333333333333332,61.0,12.666666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,203.0,6.8028940164254985,260.0
322,233.95,Pro,2022-06-11,Enterprise,2024-06-21,Suporte Técnico,8.0,2025-05-23,23.625,40.125,10.375,0.25,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,127.0,4.474260679079956,79.0
323,369.03,Pro,2021-09-26,Mid-Market,2024-04-23,Suporte Técnico,2.0,2024-04-03,32.25,25.25,16.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,136.0,5.181195801004107,138.0
324,49.87,Basic,2020-11-02,Mid-Market,2022-12-21,Suporte Técnico,8.0,2023-10-12,31.75,40.75,10.25,0.25,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,205.0,6.077434493547126,163.0
325,1774.82,Enterprise,2023-05-14,SMB,2025-05-11,Reunião QBR,7.0,2025-03-29,28.666666666666668,43.0,10.333333333333334,2.3333333333333335,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,3.5509924709103355,87.0
326,213.9,Pro,2023-09-26,Enterprise,2026-05-23,Suporte Técnico,9.0,2026-02-12,28.0,59.0,14.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,3.1813826146475015,41.0
327,319.08,Pro,2020-12-26,Enterprise,2023-08-27,Reunião QBR,10.0,2022-06-15,43.5,66.5,12.75,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,170.0,5.929605005866249,232.0
328,1415.59,Enterprise,2021-07-17,Enterprise,,,,2024-06-18,24.636363636363637,47.45454545454545,9.181818181818182,0.18181818181818182,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,5.375627567320858,128.0
329,1142.89,Enterprise,2022-08-18,Enterprise,2025-02-09,Email de Acompanhamento,5.0,2025-06-12,18.77777777777778,57.44444444444444,6.555555555555555,1.2222222222222223,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,94.0,4.288061336254107,76.0
330,24.95,Basic,2021-06-21,Enterprise,2023-11-16,Suporte Técnico,7.0,2023-10-20,28.0,50.25,13.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,158.0,5.446827932450935,162.0
331,245.49,Pro,2020-09-03,Mid-Market,2022-06-23,Suporte Técnico,,2023-02-02,19.857142857142858,45.142857142857146,8.571428571428571,0.2857142857142857,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,231.0,6.24168947985921,199.0
332,818.53,Enterprise,2022-04-07,SMB,2022-08-16,Reunião QBR,,2024-12-06,27.0,76.75,12.25,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,224.0,4.652245345016429,103.0
333,1813.74,Enterprise,2021-06-13,SMB,2022-01-29,Email de Acompanhamento,,2024-05-25,17.8,46.6,11.0,0.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,252.0,5.468735737106344,131.0
334,410.18,Pro,2020-07-13,SMB,2022-11-05,Reunião QBR,4.0,2023-01-11,31.0,40.833333333333336,12.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,212.0,6.384043801329684,202.0
335,355.12,Pro,2020-10-02,Mid-Market,2023-05-26,Reunião QBR,0.0,2023-09-29,31.5,55.75,13.5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,183.0,6.162299569808369,165.0
336,385.43,Pro,2020-05-25,Mid-Market,2022-05-09,Suporte Técnico,0.0,2022-12-18,26.4,40.8,11.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,238.0,6.5181853734845525,206.0
337,1398.79,Enterprise,2022-10-26,Enterprise,2022-12-27,Reunião QBR,0.0,2025-10-14,25.333333333333332,64.16666666666667,10.166666666666666,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,205.0,4.099123767798467,59.0
338,332.27,Pro,2023-02-24,SMB,2024-01-05,Reunião QBR,4.0,2025-05-02,35.25,71.75,5.75,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,151.0,3.7672826830937716,82.0
339,77.24,Basic,2022-10-07,Mid-Market,2024-05-27,Reunião QBR,2.0,2025-08-31,33.0,59.0,11.0,0.14285714285714285,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,131.0,4.151150054764512,65.0
340,301.45,Pro,2021-12-18,Enterprise,,,,2023-06-10,23.25,46.75,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,4.953902327704244,181.0
341,159.87,Pro,2021-06-23,Mid-Market,2023-10-31,Email de Acompanhamento,8.0,2024-05-27,27.857142857142858,48.57142857142857,7.0,0.5714285714285714,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,161.0,5.4413509812870835,131.0
342,29.89,Basic,2022-03-30,Mid-Market,2024-01-21,Reunião QBR,2.0,2024-10-28,32.4,59.8,10.6,0.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,149.0,4.674151150054764,109.0
343,962.61,Enterprise,2023-02-25,Enterprise,2025-05-01,Email de Acompanhamento,2.0,2025-09-14,30.5,48.25,7.75,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,82.0,3.7645448323066395,63.0
344,446.49,Pro,2021-08-01,Mid-Market,2023-02-19,Suporte Técnico,3.0,2024-07-18,33.5,43.875,13.375,0.375,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,197.0,5.334550433591967,123.0
345,75.21,Basic,2020-10-15,SMB,2022-08-05,Reunião QBR,1.0,2023-10-11,20.333333333333332,59.833333333333336,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,225.0,6.126710989440751,163.0
346,29.95,Basic,2020-11-22,Enterprise,2022-09-21,Email de Acompanhamento,10.0,2023-01-22,27.571428571428573,36.57142857142857,7.571428571428571,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,218.0,6.022682831443097,201.0
347,303.1,Pro,2020-09-28,SMB,2022-08-20,Email de Acompanhamento,5.0,2023-06-22,18.571428571428573,60.142857142857146,9.714285714285714,0.42857142857142855,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,223.0,6.173249902229175,179.0
348,57.14,Basic,2021-08-22,SMB,2022-12-30,Reunião QBR,2.0,2024-06-28,19.833333333333332,50.5,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,204.0,5.27704244637152,126.0
349,26.48,Basic,2022-06-02,Mid-Market,,,,2025-05-11,41.0,50.0,9.333333333333334,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,4.498904709748083,81.0
350,98.7,Basic,2022-04-01,Mid-Market,2024-07-26,Reunião QBR,6.0,2025-03-22,36.5,71.0,10.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,122.0,4.668674698795181,88.0
351,48.02,Basic,2021-05-13,SMB,2023-05-25,Suporte Técnico,9.0,2024-04-23,17.666666666666668,56.5,8.666666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,183.0,5.553628480146052,136.0
352,55.91,Basic,2021-06-06,SMB,2023-11-23,Reunião QBR,3.0,2024-03-14,23.5,60.75,10.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,157.0,5.4879050661798265,141.0
353,240.13,Pro,2023-06-03,Enterprise,,,,2026-05-23,21.09090909090909,43.18181818181818,13.181818181818182,0.09090909090909091,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,3.4962354551676933,27.0
354,1797.42,Enterprise,2023-02-10,SMB,2024-12-25,Reunião QBR,1.0,2025-08-21,18.2,56.0,11.8,2.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,3.805612594113621,66.0
355,739.44,Enterprise,2023-04-17,SMB,2025-11-23,Email de Acompanhamento,8.0,2025-09-25,15.0,44.0,10.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,53.0,3.6249144421629023,61.0
356,1810.21,Enterprise,2022-07-16,Mid-Market,2023-12-03,Suporte Técnico,3.0,2025-03-27,27.666666666666668,32.22222222222222,9.11111111111111,1.1111111111111112,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,156.0,4.37842278203724,87.0
357,1757.94,Enterprise,2020-05-10,SMB,2022-01-23,Suporte Técnico,,2022-10-17,28.75,52.5,12.5,2.25,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,253.0,6.5592491200625735,215.0
358,68.37,Basic,2020-01-02,Enterprise,2021-05-18,Suporte Técnico,9.0,2022-02-13,29.2,28.6,14.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,289.0,6.9123973406335555,250.0
359,385.05,Pro,2021-04-22,Enterprise,2024-01-12,Reunião QBR,,2023-11-08,20.142857142857142,22.285714285714285,11.285714285714286,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,150.0,5.611136467366499,159.0
360,1924.89,Enterprise,2022-03-18,SMB,2025-01-10,Suporte Técnico,10.0,2024-09-20,32.0,63.333333333333336,7.666666666666667,1.3333333333333333,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,98.0,4.707009857612268,114.0
361,1220.1,Enterprise,2022-03-04,SMB,2025-01-07,Reunião QBR,5.0,2024-02-18,26.0,48.6,10.6,0.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,99.0,4.745345016429354,145.0
